GEOID,NAME,TotalForeignBornE,TotalForeignBornM,EuropeE,EuropeM,Northern EuropeE,Northern EuropeM,United Kingdom (inc. Crown Dependencies)E,United Kingdom (inc. Crown Dependencies)M,United Kingdom excluding England and ScotlandE,United Kingdom excluding England and ScotlandM,EnglandE,EnglandM,ScotlandE,ScotlandM,IrelandE,IrelandM,DenmarkE,DenmarkM,NorwayE,NorwayM,SwedenE,SwedenM,Other Northern EuropeE,Other Northern EuropeM,Western EuropeE,Western EuropeM,AustriaE,AustriaM,BelgiumE,BelgiumM,FranceE,FranceM,GermanyE,GermanyM,NetherlandsE,NetherlandsM,SwitzerlandE,SwitzerlandM,Other Western EuropeE,Other Western EuropeM,Southern EuropeE,Southern EuropeM,GreeceE,GreeceM,ItalyE,ItalyM,PortugalE,PortugalM,Azores IslandsE,Azores IslandsM,SpainE,SpainM,Other Southern EuropeE,Other Southern EuropeM,Eastern EuropeE,Eastern EuropeM,AlbaniaE,AlbaniaM,BelarusE,BelarusM,BulgariaE,BulgariaM,CroatiaE,CroatiaM,Czechoslovakia (includes Czech Republic and Slovakia)E,Czechoslovakia (includes Czech Republic and Slovakia)M,HungaryE,HungaryM,LatviaE,LatviaM,LithuaniaE,LithuaniaM,MacedoniaE,MacedoniaM,MoldovaE,MoldovaM,PolandE,PolandM,RomaniaE,RomaniaM,RussiaE,RussiaM,UkraineE,UkraineM,Bosnia and HerzegovinaE,Bosnia and HerzegovinaM,SerbiaE,SerbiaM,Other Eastern EuropeE,Other Eastern EuropeM,Europe n.e.c.E,Europe n.e.c.M,AsiaE,AsiaM,Eastern AsiaE,Eastern AsiaM,ChinaE,ChinaM,China excluding Hong Kong and TaiwanE,China excluding Hong Kong and TaiwanM,Hong KongE,Hong KongM,TaiwanE,TaiwanM,JapanE,JapanM,KoreaE,KoreaM,Other Eastern AsiaE,Other Eastern AsiaM,South Central AsiaE,South Central AsiaM,AfghanistanE,AfghanistanM,BangladeshE,BangladeshM,IndiaE,IndiaM,IranE,IranM,KazakhstanE,KazakhstanM,NepalE,NepalM,PakistanE,PakistanM,Sri LankaE,Sri LankaM,UzbekistanE,UzbekistanM,Other South Central AsiaE,Other South Central AsiaM,South Eastern AsiaE,South Eastern AsiaM,CambodiaE,CambodiaM,IndonesiaE,IndonesiaM,LaosE,LaosM,MalaysiaE,MalaysiaM,BurmaE,BurmaM,PhilippinesE,PhilippinesM,SingaporeE,SingaporeM,ThailandE,ThailandM,VietnamE,VietnamM,Other South Eastern AsiaE,Other South Eastern AsiaM,Western AsiaE,Western AsiaM,IraqE,IraqM,IsraelE,IsraelM,JordanE,JordanM,KuwaitE,KuwaitM,LebanonE,LebanonM,Saudi ArabiaE,Saudi ArabiaM,SyriaE,SyriaM,YemenE,YemenM,TurkeyE,TurkeyM,ArmeniaE,ArmeniaM,Other Western AsiaE,Other Western AsiaM,Asia n.e.c.E,Asia n.e.c.M,AfricaE,AfricaM,Eastern AfricaE,Eastern AfricaM,EritreaE,EritreaM,EthiopiaE,EthiopiaM,KenyaE,KenyaM,SomaliaE,SomaliaM,Other Eastern AfricaE,Other Eastern AfricaM,Middle AfricaE,Middle AfricaM,CameroonE,CameroonM,Other Middle AfricaE,Other Middle AfricaM,Northern AfricaE,Northern AfricaM,EgyptE,EgyptM,MoroccoE,MoroccoM,SudanE,SudanM,Other Northern AfricaE,Other Northern AfricaM,Southern AfricaE,Southern AfricaM,South AfricaE,South AfricaM,Other Southern AfricaE,Other Southern AfricaM,Western AfricaE,Western AfricaM,Cabo VerdeE,Cabo VerdeM,GhanaE,GhanaM,LiberiaE,LiberiaM,NigeriaE,NigeriaM,Sierra LeoneE,Sierra LeoneM,Other Western AfricaE,Other Western AfricaM,Africa n.e.c.E,Africa n.e.c.M,OceaniaE,OceaniaM,Australia and New Zealand SubregionE,Australia and New Zealand SubregionM,AustraliaE,AustraliaM,Other Australian and New Zealand SubregionE,Other Australian and New Zealand SubregionM,FijiE,FijiM,Oceania n.e.c.E,Oceania n.e.c.M,AmericasE,AmericasM,Latin AmericaE,Latin AmericaM,CaribbeanE,CaribbeanM,BahamasE,BahamasM,BarbadosE,BarbadosM,CubaE,CubaM,DominicaE,DominicaM,Dominican RepublicE,Dominican RepublicM,GrenadaE,GrenadaM,HaitiE,HaitiM,JamaicaE,JamaicaM,St. Vincent and the GrenadinesE,St. Vincent and the GrenadinesM,Trinidad and TobagoE,Trinidad and TobagoM,West IndiesE,West IndiesM,Other CaribbeanE,Other CaribbeanM,Central AmericaE,Central AmericaM,MexicoE,MexicoM,BelizeE,BelizeM,Costa RicaE,Costa RicaM,El SalvadorE,El SalvadorM,GuatemalaE,GuatemalaM,HondurasE,HondurasM,NicaraguaE,NicaraguaM,PanamaE,PanamaM,Other Central AmericaE,Other Central AmericaM,South AmericaE,South AmericaM,ArgentinaE,ArgentinaM,BoliviaE,BoliviaM,BrazilE,BrazilM,ChileE,ChileM,ColombiaE,ColombiaM,EcuadorE,EcuadorM,GuyanaE,GuyanaM,PeruE,PeruM,UruguayE,UruguayM,VenezuelaE,VenezuelaM,Other South AmericaE,Other South AmericaM,Northern AmericaE,Northern AmericaM,CanadaE,CanadaM,Other Northern AmericaE,Other Northern AmericaM,geometry
11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",68,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,0,12,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,22,0,12,0,12,0,12,22,22,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12,27,25,27,25,7,10,0,12,0,12,0,12,0,12,0,12,0,12,7,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,23,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,10,0,12,0,12,0,12,0,12,"list(c(-76.939889, -76.937878, -76.937594, -76.934875, -76.932047, -76.932944, -76.935916, -76.93616, -76.940555, -76.939889, 38.888198, 38.889884, 38.889881, 38.889824, 38.889806, 38.885709, 38.885981, 38.886549, 38.886544, 38.888198))"
11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",17,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,20,17,20,17,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,"list(c(-76.945772, -76.944179, -76.942977, -76.94252, -76.94093, -76.940555, -76.93616, -76.935916, -76.934832, -76.933624, -76.93304, -76.936264, -76.942897, -76.944864, -76.945772, 38.880869, 38.881417, 38.882112, 38.882476, 38.884581, 38.886544, 38.886549, 38.885981, 38.883733, 38.882273, 38.881491, 38.880209, 38.880366, 38.879093, 38.880869))"
11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",728,160,126,76,19,25,19,25,5,8,14,23,0,12,0,12,0,12,0,12,0,12,0,12,44,57,0,12,0,12,16,19,28,53,0,12,0,12,0,12,15,24,0,12,0,12,0,12,0,12,15,24,0,12,48,48,0,12,0,12,0,12,0,12,9,13,0,12,0,12,0,12,26,42,0,12,0,12,0,12,0,12,7,13,0,12,6,10,0,12,0,12,190,111,62,39,23,21,13,15,10,15,0,12,16,21,23,25,0,12,93,100,0,12,0,12,84,99,0,12,0,12,9,14,0,12,0,12,0,12,0,12,17,18,0,12,8,13,0,12,0,12,0,12,9,13,0,12,0,12,0,12,0,12,18,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,30,0,12,0,12,0,12,44,49,26,42,0,12,26,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,27,0,12,0,12,0,12,0,12,0,12,0,12,368,129,358,128,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,322,125,48,78,0,12,0,12,191,126,83,81,0,12,0,12,0,12,0,12,36,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,43,0,12,10,16,10,16,0,12,"list(c(-77.027037, -77.027036, -77.027036, -77.02397, -77.021914, -77.021919, -77.021914, -77.021919, -77.023938, -77.02705, -77.027037, 38.905647, 38.90724, 38.908576, 38.908574, 38.908571, 38.90724, 38.905643, 38.902939, 38.902931, 38.903949, 38.905647))"
11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",184,104,61,47,61,47,41,42,11,18,30,36,0,12,0,12,0,12,0,12,20,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,29,0,12,0,12,7,10,21,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,95,92,95,92,28,37,0,12,0,12,0,12,0,12,28,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,28,0,12,0,12,0,12,0,12,19,28,0,12,0,12,0,12,0,12,48,83,0,12,0,12,0,12,0,12,0,12,0,12,48,83,0,12,0,12,0,12,0,12,0,12,0,12,0,12,"list(c(-77.001721, -76.999156, -76.995986, -76.994548, -76.989257, -76.989521, -76.98902, -76.988895, -76.99705, -77.000077, -77.000266, -77.001721, 38.950878, 38.951821, 38.951996, 38.952295, 38.952409, 38.948629, 38.946757, 38.946269, 38.94627, 38.94627, 38.946962, 38.950878))"
11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",52,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,56,52,56,52,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,"list(c(-77.007744, -77.006026, -77.004213, -77.00172, -77.000572, -77.000759, -77.000588, -77.000571, -77.002285, -77.003952, -77.005885, -77.007677, -77.0084, -77.007744, 38.835687, 38.838018, 38.840407, 38.841604, 38.841879, 38.836291, 38.835129, 38.834031, 38.833438, 38.830997, 38.831206, 38.831398, 38.83326, 38.835687))"
11001000300,"Census Tract 3, District of Columbia, District of Columbia",1063,241,351,155,53,57,53,57,53,57,0,17,0,17,0,17,0,17,0,17,0,17,0,17,88,72,0,17,0,17,58,54,17,28,13,24,0,17,0,17,62,72,0,17,16,26,0,17,0,17,46,68,0,17,148,103,39,58,0,17,17,25,0,17,0,17,25,41,0,17,0,17,0,17,0,17,0,17,0,17,56,61,11,20,0,17,0,17,0,17,0,17,416,194,218,170,146,154,121,149,25,36,0,17,17,27,55,66,0,17,48,45,0,17,0,17,48,45,0,17,0,17,0,17,0,17,0,17,0,17,0,17,103,98,0,17,0,17,0,17,0,17,0,17,103,98,0,17,0,17,0,17,0,17,47,49,0,17,11,18,0,17,0,17,11,18,0,17,0,17,0,17,0,17,0,17,25,42,0,17,54,51,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,54,51,0,17,54,51,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,13,21,13,21,13,21,0,17,0,17,0,17,229,145,215,143,88,91,22,36,0,17,26,44,0,17,0,17,0,17,40,65,0,17,0,17,0,17,0,17,0,17,28,33,28,33,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,99,92,0,17,0,17,50,79,0,17,12,20,0,17,0,17,37,43,0,17,0,17,0,17,14,25,14,25,0,17,"list(c(-77.082272, -77.082006, -77.080715, -77.077909, -77.077052, -77.074697, -77.073195, -77.072907, -77.071476, -77.069382, -77.06941, -77.069245, -77.072676, -77.073097, -77.079016, -77.078842, -77.078357, -77.080696, -77.081007, -77.081709, -77.082035, -77.082272, 38.921493, 38.921524, 38.92255, 38.922549, 38.922549, 38.922548, 38.922544, 38.922543, 38.920188, 38.917726, 38.9166, 38.912675, 38.912594, 38.912589, 38.912679, 38.913111, 38.914326, 38.915372, 38.916223, 38.917429, 38.919318, 38.921493
))"
11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",981,274,239,138,50,44,16,22,13,20,3,9,0,12,0,12,0,12,0,12,0,12,34,38,69,72,0,12,0,12,0,12,69,72,0,12,0,12,0,12,31,45,0,12,31,45,0,12,0,12,0,12,0,12,89,97,0,12,0,12,0,12,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,58,86,17,28,0,12,0,12,0,12,0,12,358,159,48,53,48,53,48,53,0,12,0,12,0,12,0,12,0,12,137,91,0,12,0,12,77,70,35,39,0,12,0,12,0,12,25,40,0,12,0,12,102,85,0,12,16,26,0,12,0,12,0,12,49,56,0,12,37,58,0,12,0,12,71,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,10,0,12,67,86,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,34,29,34,29,34,0,12,0,12,0,12,355,190,318,186,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,137,123,17,28,0,12,0,12,100,116,0,12,0,12,20,31,0,12,0,12,181,152,0,12,0,12,91,105,20,31,54,83,0,12,0,12,0,12,16,25,0,12,0,12,37,42,37,42,0,12,"list(c(-77.082272, -77.081987, -77.081514, -77.080002, -77.078979, -77.077048, -77.077058, -77.073858, -77.073188, -77.073164, -77.073195, -77.074697, -77.077052, -77.077909, -77.080715, -77.082006, -77.082272, 38.921493, 38.922341, 38.926154, 38.925966, 38.926183, 38.926183, 38.925421, 38.925586, 38.926182, 38.923051, 38.922544, 38.922548, 38.922549, 38.922549, 38.92255, 38.921524, 38.921493))"
11001001500,"Census Tract 15, District of Columbia, District of Columbia",799,299,539,227,71,60,39,33,39,33,0,17,0,17,32,50,0,17,0,17,0,17,0,17,275,219,0,17,68,72,173,210,12,20,0,17,22,34,0,17,71,54,0,17,25,27,0,17,0,17,46,52,0,17,107,78,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,39,57,15,26,29,32,0,17,0,17,12,19,12,19,15,23,116,87,14,21,14,21,14,21,0,17,0,17,0,17,0,17,0,17,40,47,0,17,0,17,40,47,0,17,0,17,0,17,0,17,0,17,0,17,0,17,47,68,0,17,0,17,0,17,0,17,0,17,0,17,0,17,47,68,0,17,0,17,15,25,0,17,15,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,23,0,17,0,17,0,17,15,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,129,74,110,65,22,30,0,17,0,17,18,29,0,17,0,17,0,17,4,5,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,88,59,38,44,0,17,10,17,0,17,20,34,0,17,0,17,20,30,0,17,0,17,0,17,19,32,19,32,0,17,"list(c(-77.0716409840087, -77.0695635808711, -77.0689510030664, -77.0666905196187, -77.0625646528884, -77.054299, -77.0529374996208, -77.0522200614323, -77.0516625043103, -77.045758, -77.042382, -77.040146, -77.040779, -77.042302, -77.043529, -77.044735, -77.043956, -77.040153, -77.039561, -77.040093, -77.041183, -77.044407, -77.046714, -77.047606, -77.046275, -77.043521, -77.046246, -77.050778, -77.056201, -77.056191, -77.059129, -77.062046, -77.06841, -77.070141, -77.070182, -77.0716409840087, 
38.9717775427368, 38.9733746430764, 38.9738455907718, 38.9755834426199, 38.9787553946774, 38.98511, 38.9861336844956, 38.986673111705, 38.9870923275862, 38.984151, 38.983852, 38.982504, 38.980876, 38.980181, 38.9808, 38.979925, 38.97827, 38.976399, 38.974222, 38.972836, 38.971201, 38.970997, 38.967749, 38.965044, 38.963104, 38.961365, 38.960384, 38.961903, 38.961013, 38.963635, 38.96588, 38.965813, 38.96581, 38.969697, 38.969763, 38.9717775427368))"
11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",2104,450,10,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,10,18,0,17,0,17,0,17,10,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,151,125,14,19,0,17,0,17,0,17,0,17,2,7,12,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,97,123,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,97,123,0,17,40,48,0,17,0,17,0,17,0,17,0,17,0,17,0,17,40,48,0,17,0,17,0,17,0,17,992,307,689,288,0,17,689,288,0,17,0,17,0,17,24,42,24,42,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,262,189,0,17,0,17,0,17,56,78,0,17,206,169,17,23,0,17,0,17,0,17,0,17,0,17,0,17,951,370,951,370,214,151,0,17,0,17,0,17,0,17,185,143,0,17,0,17,0,17,0,17,0,17,29,45,0,17,737,335,35,39,0,17,31,49,493,325,36,57,89,127,0,17,53,72,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,"list(c(-77.033418, -77.033418, -77.033416, -77.029692, -77.027024, -77.027265, -77.027501, -77.02771, -77.027889, -77.028013, -77.02852, -77.029694, -77.033425, -77.033418, 38.96685, 38.967566, 38.972263, 38.972263, 38.972354, 38.969925, 38.967288, 38.964954, 38.9627, 38.961226, 38.961338, 38.961506, 38.962042, 38.96685))"
11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",687,307,37,28,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,12,0,12,9,12,0,12,0,12,0,12,0,12,21,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,69,69,24,39,24,39,0,12,0,12,24,39,0,12,0,12,0,12,45,60,0,12,0,12,45,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,55,56,14,20,0,12,14,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,52,0,12,0,12,0,12,41,52,0,12,0,12,0,12,9,15,9,15,9,15,0,12,0,12,0,12,517,296,517,296,200,122,0,12,0,12,0,12,0,12,72,77,0,12,25,38,103,92,0,12,0,12,0,12,0,12,298,271,0,12,0,12,0,12,215,151,31,49,52,77,0,12,0,12,0,12,19,22,0,12,0,12,0,12,0,12,0,12,0,12,7,12,12,18,0,12,0,12,0,12,0,12,0,12,0,12,"list(c(-77.019275, -77.019413, -77.017333, -77.016811, -77.016071, -77.01154, -77.012718, -77.016459, -77.017407, -77.019033, -77.019045, -77.0192, -77.019954, -77.019275, 38.943675, 38.946335, 38.946395, 38.946409, 38.94643, 38.944329, 38.942701, 38.938693, 38.937882, 38.937398, 38.938841, 38.942054, 38.943101, 38.943675))"
11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",785,239,29,35,7,12,0,12,0,12,0,12,0,12,0,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,126,91,59,66,0,12,59,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,8,12,0,12,32,44,0,12,0,12,0,12,0,12,0,12,32,44,27,42,0,12,0,12,0,12,0,12,0,12,0,12,630,224,622,224,105,75,0,12,0,12,0,12,0,12,55,52,0,12,0,12,29,35,0,12,21,32,0,12,0,12,500,223,15,21,0,12,7,14,409,191,69,52,0,12,0,12,0,12,0,12,17,21,0,12,0,12,0,12,5,9,0,12,0,12,0,12,0,12,0,12,12,19,0,12,8,12,8,12,0,12,"list(c(-77.036424, -77.032724, -77.029643, -77.0266, -77.025514, -77.029704, -77.032727, -77.036441, -77.036424, 38.94826, 38.948264, 38.946125, 38.946125, 38.941873, 38.941865, 38.941867, 38.941874, 38.94826))"
11001006600,"Census Tract 66, District of Columbia, District of Columbia",159,81,50,35,13,18,13,18,13,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,25,0,12,0,12,22,25,0,12,0,12,0,12,0,12,9,14,0,12,9,14,0,12,0,12,0,12,0,12,6,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,11,0,12,0,12,0,12,0,12,81,57,17,26,17,26,9,13,8,13,0,12,0,12,0,12,0,12,7,10,0,12,0,12,7,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,51,0,12,0,12,0,12,0,12,12,18,30,46,9,15,0,12,0,12,0,12,6,9,0,12,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,25,28,25,0,12,"list(c(-77.003519, -77.002039, -77.003515, -76.998446, -76.994962, -76.99496, -76.996175, -77.002852, -77.003519, 38.887614, 38.887598, 38.889808, 38.889808, 38.889806, 38.884604, 38.884806, 38.88752, 38.887614))"
11001004400,"Census Tract 44, District of Columbia, District of Columbia",953,235,285,179,22,27,22,27,7,13,15,23,0,17,0,17,0,17,0,17,0,17,0,17,125,138,32,50,0,17,93,128,0,17,0,17,0,17,0,17,41,46,0,17,18,29,0,17,0,17,23,36,0,17,97,74,0,17,0,17,0,17,0,17,32,52,0,17,0,17,41,44,0,17,0,17,15,25,0,17,0,17,9,17,0,17,0,17,0,17,0,17,290,139,13,21,0,17,0,17,0,17,0,17,13,21,0,17,0,17,108,90,0,17,0,17,108,90,0,17,0,17,0,17,0,17,0,17,0,17,0,17,41,43,0,17,8,13,0,17,0,17,0,17,20,33,0,17,0,17,13,21,0,17,128,97,0,17,33,52,0,17,0,17,0,17,0,17,0,17,0,17,14,21,81,71,0,17,0,17,126,89,86,79,0,17,56,64,0,17,0,17,30,47,13,22,0,17,13,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,27,33,0,17,0,17,0,17,27,33,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,252,113,198,100,100,86,0,17,0,17,14,23,13,20,45,74,0,17,0,17,18,27,0,17,0,17,0,17,10,17,74,80,0,17,0,17,31,48,14,23,29,51,0,17,0,17,0,17,0,17,24,40,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,40,54,57,54,57,0,17,"list(c(-77.031951, -77.031941, -77.029677, -77.028866, -77.027036, -77.025849, -77.023955, -77.021893, -77.021916, -77.027035, -77.02962, -77.031951, -77.031951, 38.916998, 38.920064, 38.920499, 38.920657, 38.920763, 38.920439, 38.91699, 38.916261, 38.914088, 38.91409, 38.914088, 38.914094, 38.916998))"
