GEOID,NAME,TotalForeignBornE,TotalForeignBornM,EuropeE,EuropeM,Northern EuropeE,Northern EuropeM,United Kingdom (inc. Crown Dependencies)E,United Kingdom (inc. Crown Dependencies)M,United Kingdom excluding England and ScotlandE,United Kingdom excluding England and ScotlandM,EnglandE,EnglandM,ScotlandE,ScotlandM,IrelandE,IrelandM,DenmarkE,DenmarkM,NorwayE,NorwayM,SwedenE,SwedenM,Other Northern EuropeE,Other Northern EuropeM,Western EuropeE,Western EuropeM,AustriaE,AustriaM,BelgiumE,BelgiumM,FranceE,FranceM,GermanyE,GermanyM,NetherlandsE,NetherlandsM,SwitzerlandE,SwitzerlandM,Other Western EuropeE,Other Western EuropeM,Southern EuropeE,Southern EuropeM,GreeceE,GreeceM,ItalyE,ItalyM,PortugalE,PortugalM,Azores IslandsE,Azores IslandsM,SpainE,SpainM,Other Southern EuropeE,Other Southern EuropeM,Eastern EuropeE,Eastern EuropeM,AlbaniaE,AlbaniaM,BelarusE,BelarusM,BulgariaE,BulgariaM,CroatiaE,CroatiaM,Czechoslovakia (includes Czech Republic and Slovakia)E,Czechoslovakia (includes Czech Republic and Slovakia)M,HungaryE,HungaryM,LatviaE,LatviaM,LithuaniaE,LithuaniaM,MacedoniaE,MacedoniaM,MoldovaE,MoldovaM,PolandE,PolandM,RomaniaE,RomaniaM,RussiaE,RussiaM,UkraineE,UkraineM,Bosnia and HerzegovinaE,Bosnia and HerzegovinaM,SerbiaE,SerbiaM,Other Eastern EuropeE,Other Eastern EuropeM,Europe n.e.c.E,Europe n.e.c.M,AsiaE,AsiaM,Eastern AsiaE,Eastern AsiaM,ChinaE,ChinaM,China excluding Hong Kong and TaiwanE,China excluding Hong Kong and TaiwanM,Hong KongE,Hong KongM,TaiwanE,TaiwanM,JapanE,JapanM,KoreaE,KoreaM,Other Eastern AsiaE,Other Eastern AsiaM,South Central AsiaE,South Central AsiaM,AfghanistanE,AfghanistanM,BangladeshE,BangladeshM,IndiaE,IndiaM,IranE,IranM,KazakhstanE,KazakhstanM,NepalE,NepalM,PakistanE,PakistanM,Sri LankaE,Sri LankaM,UzbekistanE,UzbekistanM,Other South Central AsiaE,Other South Central AsiaM,South Eastern AsiaE,South Eastern AsiaM,CambodiaE,CambodiaM,IndonesiaE,IndonesiaM,LaosE,LaosM,MalaysiaE,MalaysiaM,BurmaE,BurmaM,PhilippinesE,PhilippinesM,SingaporeE,SingaporeM,ThailandE,ThailandM,VietnamE,VietnamM,Other South Eastern AsiaE,Other South Eastern AsiaM,Western AsiaE,Western AsiaM,IraqE,IraqM,IsraelE,IsraelM,JordanE,JordanM,KuwaitE,KuwaitM,LebanonE,LebanonM,Saudi ArabiaE,Saudi ArabiaM,SyriaE,SyriaM,YemenE,YemenM,TurkeyE,TurkeyM,ArmeniaE,ArmeniaM,Other Western AsiaE,Other Western AsiaM,Asia n.e.c.E,Asia n.e.c.M,AfricaE,AfricaM,Eastern AfricaE,Eastern AfricaM,EritreaE,EritreaM,EthiopiaE,EthiopiaM,KenyaE,KenyaM,SomaliaE,SomaliaM,Other Eastern AfricaE,Other Eastern AfricaM,Middle AfricaE,Middle AfricaM,CameroonE,CameroonM,Other Middle AfricaE,Other Middle AfricaM,Northern AfricaE,Northern AfricaM,EgyptE,EgyptM,MoroccoE,MoroccoM,SudanE,SudanM,Other Northern AfricaE,Other Northern AfricaM,Southern AfricaE,Southern AfricaM,South AfricaE,South AfricaM,Other Southern AfricaE,Other Southern AfricaM,Western AfricaE,Western AfricaM,Cabo VerdeE,Cabo VerdeM,GhanaE,GhanaM,LiberiaE,LiberiaM,NigeriaE,NigeriaM,Sierra LeoneE,Sierra LeoneM,Other Western AfricaE,Other Western AfricaM,Africa n.e.c.E,Africa n.e.c.M,OceaniaE,OceaniaM,Australia and New Zealand SubregionE,Australia and New Zealand SubregionM,AustraliaE,AustraliaM,Other Australian and New Zealand SubregionE,Other Australian and New Zealand SubregionM,FijiE,FijiM,Oceania n.e.c.E,Oceania n.e.c.M,AmericasE,AmericasM,Latin AmericaE,Latin AmericaM,CaribbeanE,CaribbeanM,BahamasE,BahamasM,BarbadosE,BarbadosM,CubaE,CubaM,DominicaE,DominicaM,Dominican RepublicE,Dominican RepublicM,GrenadaE,GrenadaM,HaitiE,HaitiM,JamaicaE,JamaicaM,St. Vincent and the GrenadinesE,St. Vincent and the GrenadinesM,Trinidad and TobagoE,Trinidad and TobagoM,West IndiesE,West IndiesM,Other CaribbeanE,Other CaribbeanM,Central AmericaE,Central AmericaM,MexicoE,MexicoM,BelizeE,BelizeM,Costa RicaE,Costa RicaM,El SalvadorE,El SalvadorM,GuatemalaE,GuatemalaM,HondurasE,HondurasM,NicaraguaE,NicaraguaM,PanamaE,PanamaM,Other Central AmericaE,Other Central AmericaM,South AmericaE,South AmericaM,ArgentinaE,ArgentinaM,BoliviaE,BoliviaM,BrazilE,BrazilM,ChileE,ChileM,ColombiaE,ColombiaM,EcuadorE,EcuadorM,GuyanaE,GuyanaM,PeruE,PeruM,UruguayE,UruguayM,VenezuelaE,VenezuelaM,Other South AmericaE,Other South AmericaM,Northern AmericaE,Northern AmericaM,CanadaE,CanadaM,Other Northern AmericaE,Other Northern AmericaM,geometry
11001004600,"Census Tract 46, District of Columbia, District of Columbia",166,87,22,24,14,18,14,18,10,17,4,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,0,12,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,61,44,36,43,16,28,16,28,0,12,0,12,0,12,20,31,0,12,7,13,0,12,0,12,0,12,0,12,0,12,7,13,0,12,0,12,0,12,0,12,18,24,11,24,0,12,0,12,0,12,0,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,37,23,37,0,12,23,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,60,62,60,62,59,62,0,12,0,12,0,12,0,12,38,52,0,12,0,12,21,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,19,0,12,0,12,0,12,0,12,1,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,"list(c(-77.0169, -77.014085, -77.012157, -77.009026, -77.009002, -77.01216, -77.01365, -77.014814, -77.015441, -77.015908, -77.016154, -77.016163, -77.016295, -77.018109, -77.0169, 38.914137, 38.912935, 38.912117, 38.910783, 38.907274, 38.906269, 38.905813, 38.905417, 38.907235, 38.908574, 38.909247, 38.909642, 38.909642, 38.914646, 38.914137))"
11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",1446,431,504,267,203,179,80,81,80,81,0,17,0,17,123,161,0,17,0,17,0,17,0,17,201,161,21,33,29,47,131,144,20,32,0,17,0,17,0,17,29,48,0,17,29,48,0,17,0,17,0,17,0,17,71,68,0,17,20,34,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,51,60,0,17,0,17,0,17,0,17,0,17,366,166,150,111,52,76,0,17,0,17,52,76,47,55,51,65,0,17,94,79,0,17,0,17,70,68,0,17,0,17,0,17,0,17,0,17,24,40,0,17,105,105,0,17,0,17,0,17,0,17,0,17,57,67,0,17,0,17,48,76,0,17,17,28,0,17,0,17,17,28,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,53,62,53,62,0,17,21,34,32,52,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,523,345,523,345,48,59,0,17,0,17,32,51,0,17,16,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,281,294,100,102,0,17,0,17,181,239,0,17,0,17,0,17,0,17,0,17,194,140,0,17,0,17,21,34,0,17,93,121,0,17,0,17,58,65,0,17,22,37,0,17,0,17,0,17,0,17,"list(c(-77.036524, -77.036518, -77.036515, -77.036509, -77.034545, -77.031951, -77.031952, -77.03195, -77.03164, -77.031535, -77.032125, -77.032394, -77.034568, -77.036185, -77.036529, -77.036524, 38.909642, 38.911124, 38.912609, 38.914093, 38.914092, 38.914094, 38.909648, 38.907727, 38.905929, 38.905507, 38.905305, 38.905736, 38.906558, 38.907132, 38.907459, 38.909642))"
11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",297,419,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,23,39,23,39,23,39,23,39,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,5,13,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,5,13,0,17,0,17,0,17,5,13,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,269,418,269,418,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,269,418,269,418,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,"list(c(-76.957496, -76.955232, -76.952946, -76.948282, -76.947245, -76.937878, -76.939889, -76.940555, -76.94093, -76.94252, -76.942977, -76.944179, -76.945772, -76.946677, -76.947812, -76.953091, -76.956266, -76.957496, 38.88363, 38.886797, 38.889821, 38.88982, 38.889839, 38.889884, 38.888198, 38.886544, 38.884581, 38.882476, 38.882112, 38.881417, 38.880869, 38.88283, 38.882842, 38.883611, 38.88363, 38.88363))"
11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",36,38,28,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,35,0,12,0,12,0,12,28,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,8,13,8,13,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,"list(c(-76.944864, -76.942897, -76.936264, -76.93304, -76.93101, -76.929316, -76.925954, -76.9240349501798, -76.9298866240579, -76.9337188787997, -76.9338048141363, -76.9349713257387, -76.942981, -76.944864, 38.879093, 38.880366, 38.880209, 38.881491, 38.88068, 38.880674, 38.881082, 38.881405225682, 38.8768232228149, 38.8738224742119, 38.8737551847548, 38.8728417778189, 38.877043, 38.879093))"
11001008100,"Census Tract 81, District of Columbia, District of Columbia",205,80,54,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,18,0,12,0,12,0,12,7,10,9,14,0,12,0,12,19,22,0,12,10,17,0,12,0,12,9,14,0,12,19,22,1,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,12,17,0,12,0,12,0,12,0,12,85,70,12,17,3,6,3,6,0,12,0,12,0,12,9,15,0,12,55,61,0,12,0,12,37,55,18,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,28,0,12,9,14,0,12,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,9,14,0,12,1,4,0,12,0,12,1,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,56,33,40,28,22,19,0,12,0,12,4,8,0,12,10,14,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,22,0,12,0,12,0,12,0,12,0,12,8,14,0,12,0,12,0,12,0,12,10,16,16,19,16,19,0,12,"list(c(-76.994961, -76.994961, -76.994962, -76.994962, -76.991525, -76.99025, -76.990244, -76.990241, -76.990246, -76.99024, -76.991533, -76.994962, -76.994961, 38.891723, 38.892017, 38.894783, 38.895378, 38.896786, 38.897307, 38.894784, 38.893574, 38.892012, 38.890375, 38.889805, 38.889806, 38.891723))"
11001008200,"Census Tract 82, District of Columbia, District of Columbia",255,79,84,39,42,30,34,28,34,28,0,12,0,12,0,12,0,12,8,10,0,12,0,12,34,28,12,19,0,12,13,15,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,65,40,27,29,9,21,9,21,0,12,0,12,18,21,0,12,0,12,10,15,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,21,17,0,12,7,11,0,12,8,13,0,12,0,12,0,12,0,12,6,11,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,27,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,10,15,0,12,17,26,0,12,8,17,0,12,9,19,0,12,0,12,0,12,8,12,8,12,8,12,0,12,0,12,0,12,71,59,50,49,28,44,0,12,0,12,0,12,0,12,0,12,0,12,28,44,0,12,0,12,0,12,0,12,0,12,9,15,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,17,0,12,0,12,0,12,0,12,12,17,0,12,0,12,0,12,0,12,1,2,0,12,21,22,21,22,0,12,"list(c(-77.005889, -77.003517, -77.00351, -77.000577, -77.000573, -76.99845, -76.994961, -76.994962, -76.998446, -77.003515, -77.003515, -77.005925, -77.005889, 38.893625, 38.893582, 38.895207, 38.894073, 38.893088, 38.893082, 38.891723, 38.889806, 38.889808, 38.889808, 38.891916, 38.890969, 38.893625))"
11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",84,49,4,7,4,7,4,7,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,26,8,9,0,12,0,12,0,12,0,12,0,12,8,9,0,12,16,24,0,12,16,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,11,9,11,0,12,0,12,0,12,0,12,9,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,41,37,41,5,8,0,12,0,12,0,12,0,12,0,12,0,12,5,8,0,12,0,12,0,12,0,12,0,12,6,10,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,39,0,12,0,12,0,12,0,12,26,39,0,12,0,12,0,12,0,12,0,12,0,12,6,9,6,9,0,12,"list(c(-76.994959, -76.993135, -76.987411, -76.984388, -76.984058, -76.984865, -76.991526, -76.994961, -76.994959, 38.902798, 38.904, 38.901567, 38.900295, 38.900218, 38.900196, 38.9002, 38.900203, 38.902798))"
11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",249,183,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,194,177,129,124,21,28,21,28,0,12,0,12,108,126,0,12,0,12,56,77,0,12,0,12,8,11,0,12,0,12,0,12,33,53,15,25,0,12,0,12,9,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,36,22,36,0,12,22,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,52,33,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,52,33,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,"list(c(-76.986951, -76.978167, -76.975127, -76.976327, -76.977366, -76.978838, -76.980922, -76.982276, -76.984393, -76.988831, -76.986951, 38.909446, 38.917282, 38.914133, 38.912642, 38.909586, 38.907271, 38.904009, 38.90498, 38.90588, 38.907777, 38.909446))"
11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",271,89,41,30,26,27,10,16,10,16,0,12,0,12,16,22,0,12,0,12,0,12,0,12,7,7,0,12,0,12,4,6,3,6,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,85,55,44,38,9,20,9,20,0,12,0,12,26,32,9,11,0,12,13,16,0,12,0,12,9,15,4,6,0,12,0,12,0,12,0,12,0,12,0,12,28,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,5,25,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,31,3,7,0,12,0,12,3,7,0,12,0,12,23,30,23,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,18,10,18,10,18,0,12,0,12,0,12,109,68,79,49,47,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,17,0,12,29,36,0,12,1,3,17,21,17,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,26,0,12,0,12,0,12,0,12,15,26,0,12,0,12,0,12,0,12,0,12,0,12,30,40,30,40,0,12,"list(c(-77.006293, -77.003669, -77.000982, -76.995062, -76.994434, -76.993994, -76.994074, -76.99465, -76.994966, -77.002444, -77.00599, -77.006293, 38.92701, 38.92968, 38.931215, 38.933625, 38.934019, 38.93147, 38.927441, 38.925582, 38.925582, 38.925594, 38.926506, 38.92701))"
11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",300,212,6,9,6,9,6,9,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,5,0,12,0,12,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,17,9,15,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,5,8,0,12,0,12,0,12,5,8,0,12,0,12,0,12,5,9,0,12,0,12,0,12,5,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,272,210,269,209,79,58,0,12,0,12,0,12,0,12,36,45,0,12,12,18,27,36,0,12,0,12,0,12,4,6,175,205,0,12,0,12,0,12,175,205,0,12,0,12,0,12,0,12,0,12,15,15,0,12,5,9,4,7,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,3,6,3,6,0,12,"list(c(-76.995047, -76.99465, -76.994074, -76.988285, -76.985969, -76.985623, -76.996193, -76.995047, 38.92399, 38.925582, 38.927441, 38.927719, 38.927835, 38.92462, 38.921328, 38.92399))"
11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",284,189,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,0,12,0,12,0,12,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,89,68,16,20,0,12,16,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,67,0,12,0,12,9,13,64,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,191,187,191,187,17,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,0,12,4,6,174,186,21,33,0,12,0,12,142,162,0,12,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,"list(c(-77.002175, -76.999735, -76.9974927103214, -76.9973644902135, -76.9918925205442, -76.997788, -77.000275, -77.002175, 38.956664, 38.960446, 38.9615411149971, 38.9614420060775, 38.9572123964546, 38.957167, 38.955294, 38.956664))"
11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",96,54,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,46,59,46,0,12,0,12,0,12,0,12,17,28,42,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,31,27,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,27,17,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,"list(c(-76.96492, -76.962018, -76.961464, -76.958873, -76.957496, -76.956266, -76.953091, -76.947812, -76.946677, -76.945772, -76.948208, -76.949187, -76.948079, -76.948511, -76.949791, -76.953001, -76.960383, -76.964772, -76.96492, 38.876364, 38.877809, 38.878156, 38.881706, 38.88363, 38.88363, 38.883611, 38.882842, 38.88283, 38.880869, 38.879533, 38.877888, 38.874471, 38.871309, 38.867902, 38.866279, 38.869291, 38.871087, 38.876364))"
11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",139,168,104,135,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,104,135,0,12,0,12,0,12,104,135,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,"list(c(-76.930054, -76.927966, -76.922909, -76.920707, -76.917785, -76.91417, -76.9133033917624, -76.9185356627107, -76.9185505215439, -76.919817, -76.921755, -76.923428, -76.9243, -76.927604, -76.929767, -76.930054, 38.88982, 38.889812, 38.889802, 38.889817, 38.8898, 38.889789, 38.8897643075727, 38.8857016030717, 38.8856900656247, 38.886014, 38.886394, 38.886497, 38.88677, 38.888652, 38.889344, 38.88982))"
