WKT,GEOID,NAME,TotalForeignBornE,TotalForeignBornM,EuropeE,EuropeM,Northern EuropeE,Northern EuropeM,United Kingdom (inc. Crown Dependencies)E,United Kingdom (inc. Crown Dependencies)M,United Kingdom excluding England and ScotlandE,United Kingdom excluding England and ScotlandM,EnglandE,EnglandM,ScotlandE,ScotlandM,IrelandE,IrelandM,DenmarkE,DenmarkM,NorwayE,NorwayM,SwedenE,SwedenM,Other Northern EuropeE,Other Northern EuropeM,Western EuropeE,Western EuropeM,AustriaE,AustriaM,BelgiumE,BelgiumM,FranceE,FranceM,GermanyE,GermanyM,NetherlandsE,NetherlandsM,SwitzerlandE,SwitzerlandM,Other Western EuropeE,Other Western EuropeM,Southern EuropeE,Southern EuropeM,GreeceE,GreeceM,ItalyE,ItalyM,PortugalE,PortugalM,Azores IslandsE,Azores IslandsM,SpainE,SpainM,Other Southern EuropeE,Other Southern EuropeM,Eastern EuropeE,Eastern EuropeM,AlbaniaE,AlbaniaM,BelarusE,BelarusM,BulgariaE,BulgariaM,CroatiaE,CroatiaM,Czechoslovakia (includes Czech Republic and Slovakia)E,Czechoslovakia (includes Czech Republic and Slovakia)M,HungaryE,HungaryM,LatviaE,LatviaM,LithuaniaE,LithuaniaM,MacedoniaE,MacedoniaM,MoldovaE,MoldovaM,PolandE,PolandM,RomaniaE,RomaniaM,RussiaE,RussiaM,UkraineE,UkraineM,Bosnia and HerzegovinaE,Bosnia and HerzegovinaM,SerbiaE,SerbiaM,Other Eastern EuropeE,Other Eastern EuropeM,Europe n.e.c.E,Europe n.e.c.M,AsiaE,AsiaM,Eastern AsiaE,Eastern AsiaM,ChinaE,ChinaM,China excluding Hong Kong and TaiwanE,China excluding Hong Kong and TaiwanM,Hong KongE,Hong KongM,TaiwanE,TaiwanM,JapanE,JapanM,KoreaE,KoreaM,Other Eastern AsiaE,Other Eastern AsiaM,South Central AsiaE,South Central AsiaM,AfghanistanE,AfghanistanM,BangladeshE,BangladeshM,IndiaE,IndiaM,IranE,IranM,KazakhstanE,KazakhstanM,NepalE,NepalM,PakistanE,PakistanM,Sri LankaE,Sri LankaM,UzbekistanE,UzbekistanM,Other South Central AsiaE,Other South Central AsiaM,South Eastern AsiaE,South Eastern AsiaM,CambodiaE,CambodiaM,IndonesiaE,IndonesiaM,LaosE,LaosM,MalaysiaE,MalaysiaM,BurmaE,BurmaM,PhilippinesE,PhilippinesM,SingaporeE,SingaporeM,ThailandE,ThailandM,VietnamE,VietnamM,Other South Eastern AsiaE,Other South Eastern AsiaM,Western AsiaE,Western AsiaM,IraqE,IraqM,IsraelE,IsraelM,JordanE,JordanM,KuwaitE,KuwaitM,LebanonE,LebanonM,Saudi ArabiaE,Saudi ArabiaM,SyriaE,SyriaM,YemenE,YemenM,TurkeyE,TurkeyM,ArmeniaE,ArmeniaM,Other Western AsiaE,Other Western AsiaM,Asia n.e.c.E,Asia n.e.c.M,AfricaE,AfricaM,Eastern AfricaE,Eastern AfricaM,EritreaE,EritreaM,EthiopiaE,EthiopiaM,KenyaE,KenyaM,SomaliaE,SomaliaM,Other Eastern AfricaE,Other Eastern AfricaM,Middle AfricaE,Middle AfricaM,CameroonE,CameroonM,Other Middle AfricaE,Other Middle AfricaM,Northern AfricaE,Northern AfricaM,EgyptE,EgyptM,MoroccoE,MoroccoM,SudanE,SudanM,Other Northern AfricaE,Other Northern AfricaM,Southern AfricaE,Southern AfricaM,South AfricaE,South AfricaM,Other Southern AfricaE,Other Southern AfricaM,Western AfricaE,Western AfricaM,Cabo VerdeE,Cabo VerdeM,GhanaE,GhanaM,LiberiaE,LiberiaM,NigeriaE,NigeriaM,Sierra LeoneE,Sierra LeoneM,Other Western AfricaE,Other Western AfricaM,Africa n.e.c.E,Africa n.e.c.M,OceaniaE,OceaniaM,Australia and New Zealand SubregionE,Australia and New Zealand SubregionM,AustraliaE,AustraliaM,Other Australian and New Zealand SubregionE,Other Australian and New Zealand SubregionM,FijiE,FijiM,Oceania n.e.c.E,Oceania n.e.c.M,AmericasE,AmericasM,Latin AmericaE,Latin AmericaM,CaribbeanE,CaribbeanM,BahamasE,BahamasM,BarbadosE,BarbadosM,CubaE,CubaM,DominicaE,DominicaM,Dominican RepublicE,Dominican RepublicM,GrenadaE,GrenadaM,HaitiE,HaitiM,JamaicaE,JamaicaM,St. Vincent and the GrenadinesE,St. Vincent and the GrenadinesM,Trinidad and TobagoE,Trinidad and TobagoM,West IndiesE,West IndiesM,Other CaribbeanE,Other CaribbeanM,Central AmericaE,Central AmericaM,MexicoE,MexicoM,BelizeE,BelizeM,Costa RicaE,Costa RicaM,El SalvadorE,El SalvadorM,GuatemalaE,GuatemalaM,HondurasE,HondurasM,NicaraguaE,NicaraguaM,PanamaE,PanamaM,Other Central AmericaE,Other Central AmericaM,South AmericaE,South AmericaM,ArgentinaE,ArgentinaM,BoliviaE,BoliviaM,BrazilE,BrazilM,ChileE,ChileM,ColombiaE,ColombiaM,EcuadorE,EcuadorM,GuyanaE,GuyanaM,PeruE,PeruM,UruguayE,UruguayM,VenezuelaE,VenezuelaM,Other South AmericaE,Other South AmericaM,Northern AmericaE,Northern AmericaM,CanadaE,CanadaM,Other Northern AmericaE,Other Northern AmericaM
"POLYGON ((-77.003524 38.90006,-77.001857 38.900204,-76.998442 38.900204,-76.998448 38.897332,-76.99845 38.893082,-77.000573 38.893088,-77.000577 38.894073,-77.00351 38.895207,-77.003509 38.897337,-77.003524 38.90006))","11001008301","Census Tract 83.01, District of Columbia, District of Columbia",145,85,40,27,23,20,23,20,14,22,9,15,0,12,0,12,0,12,0,12,0,12,0,12,17,19,9,15,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,34,15,18,7,12,0,12,7,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,30,0,12,0,12,0,12,0,12,0,12,22,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,41,11,18,0,12,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,37,0,12,0,12,0,12,0,12,0,12,0,12,30,38,30,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,21,12,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,0,12,0,12,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-77.00225 38.908607,-77.001354 38.910114,-76.990739 38.91371,-76.980806 38.917184,-76.978167 38.917282,-76.986951 38.909446,-76.988831 38.907777,-76.9904 38.906386,-76.993135 38.904,-76.998336 38.90623,-77.002506 38.908001,-77.00225 38.908607))","11001008803","Census Tract 88.03, District of Columbia, District of Columbia",358,125,30,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,47,5,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,45,0,12,0,12,0,12,0,12,0,12,42,43,5,11,5,11,5,11,0,12,0,12,0,12,0,12,0,12,4,11,0,12,0,12,0,12,4,11,0,12,0,12,0,12,0,12,0,12,0,12,29,39,0,12,0,12,0,12,0,12,9,23,0,12,0,12,0,12,20,31,0,12,4,10,0,12,0,12,0,12,0,12,0,12,4,10,0,12,0,12,0,12,0,12,0,12,0,12,135,86,75,77,28,39,47,66,0,12,0,12,0,12,0,12,0,12,0,12,5,13,5,13,0,12,0,12,0,12,6,13,0,12,6,13,49,58,0,12,0,12,0,12,49,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,151,79,137,75,26,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,0,12,10,23,0,12,5,13,71,46,11,27,0,12,7,11,42,36,11,17,0,12,0,12,0,12,0,12,40,40,0,12,0,12,0,12,0,12,0,12,0,12,4,6,10,23,0,12,19,28,7,10,14,20,14,20,0,12
"POLYGON ((-76.994434 38.934019,-76.993244 38.934311,-76.988841 38.934628,-76.98648 38.934747,-76.98459 38.934841,-76.979768 38.935081,-76.979386 38.930147,-76.97913 38.927709,-76.985623 38.92462,-76.985969 38.927835,-76.988285 38.927719,-76.994074 38.927441,-76.993994 38.93147,-76.994434 38.934019))","11001009301","Census Tract 93.01, District of Columbia, District of Columbia",245,127,17,20,10,17,10,17,10,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,86,108,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,21,0,12,0,12,18,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,68,114,0,12,0,12,0,12,0,12,0,12,20,22,0,12,0,12,48,111,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,11,18,11,18,0,12,0,12,0,12,131,67,131,67,39,33,0,12,0,12,10,19,0,12,0,12,0,12,0,12,10,16,0,12,19,22,0,12,0,12,57,35,0,12,0,12,0,12,30,28,0,12,0,12,27,35,0,12,0,12,35,45,0,12,0,12,0,12,0,12,35,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-77.000077 38.94627,-76.99705 38.94627,-76.988895 38.946269,-76.988316 38.944234,-76.988307 38.940723,-76.988315 38.938224,-76.988841 38.934628,-76.993244 38.934311,-76.994434 38.934019,-76.994723 38.934323,-76.997546 38.940732,-77.000077 38.94627))","11001009504","Census Tract 95.04, District of Columbia, District of Columbia",337,151,39,28,19,21,0,12,0,12,0,12,0,12,7,11,12,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,22,0,12,20,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,79,79,10,16,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,58,70,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,45,67,0,12,11,18,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,8,13,0,12,0,12,0,12,16,23,16,23,16,23,0,12,0,12,0,12,195,113,190,113,55,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,45,0,12,27,44,0,12,0,12,122,94,52,79,0,12,0,12,61,55,0,12,0,12,0,12,9,14,0,12,13,20,0,12,0,12,0,12,0,12,13,20,0,12,0,12,0,12,0,12,0,12,0,12,5,13,5,13,0,12
"POLYGON ((-77.059084 38.918313,-77.056532 38.919523,-77.056954 38.920257,-77.054038 38.921182,-77.056079 38.923284,-77.057718 38.923213,-77.057637 38.926173,-77.05268 38.925536,-77.054164 38.928088,-77.055716 38.930755,-77.054582 38.932704,-77.050833 38.933723,-77.050503 38.933224,-77.050854 38.932826,-77.047262 38.931522,-77.047122 38.931448,-77.046974 38.93133,-77.046804 38.931106,-77.044537 38.92851,-77.044699 38.927454,-77.046162 38.92596,-77.048944 38.928,-77.049515 38.928134,-77.048565 38.923344,-77.04854 38.922771,-77.050181 38.921241,-77.051071 38.91988,-77.05185 38.91958,-77.054581 38.91993,-77.055322 38.919035,-77.058258 38.917716,-77.05832 38.917762,-77.059084 38.918313))","11001000501","Census Tract 5.01, District of Columbia, District of Columbia",521,176,258,136,97,62,85,59,85,59,0,12,0,12,0,12,0,12,0,12,0,12,12,20,60,67,0,12,15,23,36,60,9,21,0,12,0,12,0,12,53,49,0,12,25,30,0,12,0,12,28,48,0,12,48,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,32,0,12,0,12,26,41,0,12,0,12,71,50,34,39,20,31,20,31,0,12,0,12,14,23,0,12,0,12,11,17,0,12,0,12,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,0,12,14,23,0,12,0,12,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12,16,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26,0,12,0,12,0,12,0,12,0,12,16,26,0,12,21,35,21,35,21,35,0,12,0,12,0,12,155,100,155,100,25,42,0,12,0,12,0,12,0,12,25,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,62,0,12,0,12,0,12,0,12,37,62,0,12,0,12,0,12,0,12,93,63,21,24,40,45,12,21,20,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-77.069226 38.954694,-77.068015 38.957059,-77.066037 38.958618,-77.065124 38.958478,-77.059006 38.957472,-77.058066 38.956712,-77.056118 38.958561,-77.056201 38.961013,-77.050778 38.961903,-77.046246 38.960384,-77.043521 38.961365,-77.043461 38.961395,-77.042193 38.960394,-77.040503 38.959586,-77.041828 38.958135,-77.042186 38.954585,-77.044142 38.952888,-77.044842 38.951974,-77.044988 38.951239,-77.04572 38.950494,-77.046609 38.950046,-77.047057 38.94965,-77.046998 38.948502,-77.046854 38.948201,-77.046015 38.947857,-77.045572 38.947773,-77.045288 38.947871,-77.04509 38.948035,-77.044961 38.948346,-77.044116 38.948103,-77.046147 38.945507,-77.047684 38.945771,-77.049655 38.943779,-77.049674 38.943759,-77.051679 38.946785,-77.051659 38.948858,-77.056712 38.94789,-77.065678 38.947895,-77.066714 38.949683,-77.069425 38.954336,-77.069226 38.954694))","11001001301","Census Tract 13.01, District of Columbia, District of Columbia",784,348,150,93,38,41,38,41,19,29,19,30,0,12,0,12,0,12,0,12,0,12,0,12,27,32,0,12,0,12,11,18,16,26,0,12,0,12,0,12,61,80,0,12,0,12,0,12,0,12,61,80,0,12,24,28,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12,329,300,96,72,96,72,96,72,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12,201,285,0,12,0,12,0,12,0,12,0,12,15,21,0,12,0,12,186,283,0,12,16,25,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,125,114,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,107,112,78,106,13,20,0,12,16,25,0,12,0,12,0,12,18,29,0,12,0,12,0,12,18,29,0,12,0,12,0,12,41,50,41,50,25,40,16,26,0,12,0,12,139,90,115,82,13,24,0,12,0,12,2,4,0,12,0,12,0,12,0,12,11,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,102,80,0,12,0,12,42,53,0,12,31,51,15,26,14,23,0,12,0,12,0,12,0,12,24,30,24,30,0,12
"POLYGON ((-77.019897 38.958733,-77.013422 38.958733,-77.012326 38.960198,-77.009251 38.960184,-77.009051 38.959608,-77.009049 38.95766,-77.009006 38.956943,-77.009046 38.954815,-77.009007 38.952407,-77.012429 38.952308,-77.013458 38.952276,-77.015891 38.952204,-77.019681 38.952083,-77.019788 38.954309,-77.019837 38.955379,-77.019937 38.95752,-77.019897 38.958733))","11001002102","Census Tract 21.02, District of Columbia, District of Columbia",920,283,61,66,61,66,61,66,0,17,61,66,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,34,32,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,22,0,17,0,17,14,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,23,0,17,8,13,0,17,12,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,214,147,147,143,0,17,147,143,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,67,55,0,17,13,19,0,17,41,46,0,17,13,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17,611,245,611,245,176,119,0,17,6,11,0,17,0,17,46,68,0,17,0,17,32,37,0,17,79,87,13,21,0,17,333,125,25,26,0,17,0,17,282,119,0,17,0,17,26,43,0,17,0,17,102,122,0,17,0,17,0,17,27,44,0,17,0,17,75,113,0,17,0,17,0,17,0,17,0,17,0,17,0,17
"POLYGON ((-77.019681 38.952083,-77.015891 38.952204,-77.013458 38.952276,-77.012429 38.952308,-77.009007 38.952407,-77.008669 38.947098,-77.008917 38.946006,-77.010926 38.944613,-77.01154 38.944329,-77.016071 38.94643,-77.016811 38.946409,-77.017333 38.946395,-77.019413 38.946335,-77.019513 38.94847,-77.019546 38.949211,-77.019681 38.952083))","11001002202","Census Tract 22.02, District of Columbia, District of Columbia",744,324,12,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,17,0,12,0,12,0,12,12,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,134,112,86,99,0,12,86,99,0,12,0,12,0,12,20,32,20,32,0,12,28,44,0,12,28,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,585,308,585,308,88,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,84,0,12,15,24,0,12,0,12,476,330,0,12,0,12,0,12,349,258,11,17,109,85,7,10,0,12,0,12,21,37,0,12,0,12,0,12,0,12,21,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-77.019226 38.936899,-77.019033 38.937398,-77.017407 38.937882,-77.016459 38.938693,-77.012718 38.942701,-77.01154 38.944329,-77.010926 38.944613,-77.009581 38.943237,-77.008034 38.942381,-77.008313 38.940626,-77.006359 38.936592,-77.002132 38.936155,-77.000982 38.931215,-77.003669 38.92968,-77.006293 38.92701,-77.008939 38.926678,-77.012142 38.926282,-77.014474 38.926345,-77.017984 38.928449,-77.017981 38.928891,-77.018277 38.930556,-77.018804 38.932691,-77.019161 38.934159,-77.019193 38.935215,-77.019226 38.936899))","11001002302","Census Tract 23.02, District of Columbia, District of Columbia",183,86,37,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,23,0,12,0,12,13,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,28,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,0,12,50,50,30,44,30,44,30,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,0,12,0,12,0,12,0,12,0,12,4,7,0,12,0,12,0,12,0,12,16,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,23,0,12,54,59,37,53,0,12,32,54,0,12,0,12,5,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,26,0,12,0,12,0,12,2,5,15,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,43,42,43,14,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,15,0,12,0,12,0,12,0,12,28,39,0,12,0,12,0,12,28,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"POLYGON ((-77.022964 38.927226,-77.020582 38.92798,-77.017984 38.928449,-77.014474 38.926345,-77.012142 38.926282,-77.012148 38.921306,-77.014935 38.920668,-77.014802 38.919663,-77.014501 38.916995,-77.014374 38.915886,-77.014278 38.915054,-77.014085 38.913344,-77.014085 38.912935,-77.0169 38.914137,-77.018109 38.914646,-77.020658 38.915738,-77.021893 38.916261,-77.021912 38.919894,-77.022523 38.924183,-77.022964 38.927226))","11001003400","Census Tract 34, District of Columbia, District of Columbia",350,130,53,54,6,15,6,15,0,12,6,15,0,12,0,12,0,12,0,12,0,12,0,12,47,52,0,12,0,12,0,12,39,49,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,60,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,26,0,12,7,16,5,12,0,12,0,12,0,12,9,17,0,12,0,12,0,12,39,30,0,12,0,12,0,12,0,12,0,12,8,14,8,14,0,12,23,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,95,80,43,64,0,12,43,64,0,12,0,12,0,12,0,12,0,12,0,12,6,13,0,12,0,12,0,12,6,13,32,41,32,41,0,12,14,16,0,12,0,12,7,15,7,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,142,94,142,94,66,58,0,12,0,12,0,12,0,12,30,47,7,17,0,12,8,14,0,12,21,27,0,12,0,12,47,61,47,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,28,12,18,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,8,18,0,12,0,12,0,12,0,12
"POLYGON ((-77.033642 38.898782,-77.024171 38.902089,-77.023938 38.902931,-77.021919 38.902939,-77.021918 38.902521,-77.021915 38.902101,-77.018927 38.901124,-77.019007 38.894679,-77.019899 38.892759,-77.021919 38.893295,-77.029886 38.895502,-77.031955 38.895499,-77.033649 38.896403,-77.033642 38.898782))","11001005800","Census Tract 58, District of Columbia, District of Columbia",713,144,78,40,19,21,9,13,9,13,0,12,0,12,0,12,10,17,0,12,0,12,0,12,9,15,0,12,0,12,0,12,9,15,0,12,0,12,0,12,8,12,0,12,8,12,0,12,0,12,0,12,0,12,42,32,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,5,9,7,13,8,12,0,12,456,129,282,99,260,100,260,100,0,12,0,12,0,12,22,23,0,12,57,36,0,12,0,12,33,28,24,23,0,12,0,12,0,12,0,12,0,12,0,12,92,60,0,12,0,12,0,12,0,12,0,12,12,18,0,12,0,12,80,55,0,12,25,40,0,12,0,12,0,12,0,12,0,12,25,40,0,12,0,12,0,12,0,12,0,12,0,12,17,20,8,17,0,12,8,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,22,0,12,0,12,0,12,9,22,0,12,0,12,0,12,12,18,12,18,12,18,0,12,0,12,0,12,150,70,56,37,7,17,0,12,0,12,0,12,0,12,0,12,0,12,7,17,0,12,0,12,0,12,0,12,0,12,20,21,9,13,0,12,0,12,0,12,0,12,11,18,0,12,0,12,0,12,29,27,0,12,8,12,3,5,0,12,8,13,10,16,0,12,0,12,0,12,0,12,0,12,94,58,94,58,0,12
"POLYGON ((-77.015341 38.866842,-77.014341 38.872035,-77.013368 38.872977,-77.014429 38.873987,-77.013865 38.876458,-77.009098 38.876469,-77.009084 38.872976,-77.008716 38.870449,-77.005457 38.868707,-77.00819 38.864481,-77.009124 38.863596,-77.015678 38.859865,-77.015341 38.866842))","11001006400","Census Tract 64, District of Columbia, District of Columbia",126,98,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6,0,12,0,12,3,6,0,12,0,12,0,12,0,12,4,9,0,12,4,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,86,93,61,87,4,9,57,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,33,0,12,7,11,0,12,0,12,0,12,18,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,30,21,23,21,23,0,12,0,12,0,12,0,12,9,15,0,12,0,12,12,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,18,12,18,0,12
