GIDBG,State,State_name,County,County_name,Tract,Block_group,Flag,LAND_AREA,AIAN_LAND,URBANIZED_AREA_POP_CEN_2010,URBAN_CLUSTER_POP_CEN_2010,RURAL_POP_CEN_2010,Tot_Population_CEN_2010,Tot_Population_ACS_13_17,Pop_18_24_ACS_13_17,Pop_25_44_ACS_13_17,Pop_45_64_ACS_13_17,Pop_65plus_ACS_13_17,Hispanic_ACS_13_17,NH_White_alone_ACS_13_17,NH_Blk_alone_ACS_13_17,NH_AIAN_alone_ACS_13_17,NH_Asian_alone_ACS_13_17,Pop_5yrs_Over_ACS_13_17,Othr_Lang_ACS_13_17,ENG_VW_SPAN_ACS_13_17,ENG_VW_INDO_EURO_ACS_13_17,ENG_VW_API_ACS_13_17,ENG_VW_OTHER_ACS_13_17,ENG_VW_ACS_13_17,Mail_Return_Rate_CEN_2010,Low_Response_Score,pct_Pop_18_24_ACS_13_17,pct_Pop_25_44_ACS_13_17,pct_Pop_45_64_ACS_13_17,pct_Pop_65plus_ACS_13_17,pct_Hispanic_CEN_2010,pct_Hispanic_ACS_13_17,pct_NH_White_alone_CEN_2010,pct_NH_White_alone_ACS_13_17,pct_NH_Blk_alone_CEN_2010,pct_NH_Blk_alone_ACS_13_17,pct_NH_AIAN_alone_CEN_2010,pct_NH_AIAN_alone_ACS_13_17,pct_NH_Asian_alone_CEN_2010,pct_NH_Asian_alone_ACS_13_17,pct_NH_NHOPI_alone_CEN_2010,pct_NH_NHOPI_alone_ACS_13_17,pct_NH_SOR_alone_CEN_2010,pct_NH_SOR_alone_ACS_13_17,pct_ENG_VW_SPAN_ACS_13_17,pct_ENG_VW_INDOEURO_ACS_13_17,pct_ENG_VW_API_ACS_13_17,pct_ENG_VW_OTHER_ACS_13_17,pct_ENG_VW_ACS_13_17
110010001001,11,District of Columbia,001,District of Columbia,000100,1,,0.314,0,1343,0,0,1343,1501,133,441,422,169,207,1076,21,0,135,1425,472,0,0,0,0,0,81.3,22.4,8.86,29.38,28.11,11.26,8.12,13.79,84.66,71.69,1.56,1.4,0.22,0,4.02,8.99,0.07,0,0.22,0,0,0,0,0,0
110010001002,11,District of Columbia,001,District of Columbia,000100,2,,0.077,0,1384,0,0,1384,1501,46,725,230,335,73,1320,32,0,60,1434,311,0,0,0,0,0,82.1,18.4,3.06,48.3,15.32,22.32,4.7,4.86,86.49,87.94,2.38,2.13,0.29,0,3.76,4,0.07,0,0.22,0,0,0,0,0,0
110010001003,11,District of Columbia,001,District of Columbia,000100,3,,0.075,0,1163,0,0,1163,1018,0,424,270,226,93,814,0,0,86,968,232,0,0,0,0,0,85.0,15.8,0,41.65,26.52,22.2,5.42,9.14,87.96,79.96,1.38,0,0,0,4.04,8.45,0,0,0.17,0,0,0,0,0,0
110010001004,11,District of Columbia,001,District of Columbia,000100,4,,0.255,0,1000,0,0,1000,1150,91,300,362,194,252,883,0,0,15,1079,327,0,0,0,0,0,77.6,18.4,7.91,26.09,31.48,16.87,5.9,21.91,84.5,76.78,3.1,0,0.1,0,4.5,1.3,0,0,0.7,0,0,0,0,0,0
110010002011,11,District of Columbia,001,District of Columbia,000201,1,,0.209,0,3916,0,0,3916,3682,3626,8,0,0,436,2351,272,7,493,3682,1201,0,0,0,0,0,100.0,8.2,98.48,0.22,0,0,7.02,11.84,69.97,63.85,6.36,7.39,0.1,0.19,12.26,13.39,0.13,0,0.18,0,,,,,
110010002021,11,District of Columbia,001,District of Columbia,000202,1,,0.073,0,1196,0,0,1196,1186,178,357,192,268,99,964,52,0,18,1101,168,0,0,0,0,0,82.1,19.7,15.01,30.1,16.19,22.6,5.52,8.35,86.12,81.28,2.01,4.38,0,0,4.52,1.52,0.08,0,0.42,0,0,0,0,0,0
110010002022,11,District of Columbia,001,District of Columbia,000202,2,,0.052,0,813,0,0,813,517,34,90,128,245,0,500,0,0,8,517,95,0,0,0,0,0,83.6,6.4,6.58,17.41,24.76,47.39,4.31,0,89.05,96.71,0.37,0,0.12,0,4.31,1.55,0,0,0,0,0,0,0,0,0
110010002023,11,District of Columbia,001,District of Columbia,000202,3,,0.06,0,1053,0,0,1053,870,163,348,176,43,135,659,57,0,19,843,401,0,0,0,0,0,77.4,24.1,18.74,40,20.23,4.94,7.03,15.52,84.33,75.75,1.33,6.55,0.09,0,5.32,2.18,0,0,0.09,0,0,0,0,0,0
110010002024,11,District of Columbia,001,District of Columbia,000202,4,,0.125,0,2363,0,0,2363,1900,1243,247,228,163,129,1317,218,0,151,1890,445,10,11,0,0,21,73.6,26.3,65.42,13,12,8.58,7.11,6.79,76.01,69.32,4.61,11.47,0.04,0,9.52,7.95,0.08,0,0.25,0,1.93,2.13,0,0,4.06
110010003001,11,District of Columbia,001,District of Columbia,000300,1,,0.097,0,1384,0,0,1384,1115,178,434,231,84,0,1028,0,0,72,1019,170,0,0,0,0,0,77.2,21.5,15.96,38.92,20.72,7.53,4.34,0,84.47,92.2,1.73,0,0.29,0,6.58,6.46,0,0,0.22,0,0,0,0,0,0
110010003002,11,District of Columbia,001,District of Columbia,000300,2,,0.046,0,1487,0,0,1487,1335,110,893,167,61,77,996,0,0,158,1248,269,0,0,15,14,29,77.5,17.1,8.24,66.89,12.51,4.57,8.07,5.77,78.68,74.61,3.5,0,0.27,0,6.59,11.84,0,0,0.2,0,0,0,1.99,1.86,3.86
110010003003,11,District of Columbia,001,District of Columbia,000300,3,,0.188,0,1788,0,0,1788,1937,753,370,411,285,164,1153,331,0,269,1893,553,24,0,0,0,24,76.5,23.8,38.87,19.1,21.22,14.71,8.67,8.47,81.38,59.53,2.24,17.09,0.06,0,5.43,13.89,0.06,0,0.17,0,4,0,0,0,4
110010003004,11,District of Columbia,001,District of Columbia,000300,4,,0.063,0,1574,0,0,1574,1987,243,920,284,103,54,1758,136,0,14,1776,165,0,0,0,0,0,76.7,16.8,12.23,46.3,14.29,5.18,4.38,2.72,88.44,88.48,1.21,6.84,0.06,0,3.94,0.7,0,0,0.06,0,0,0,0,0,0
110010004001,11,District of Columbia,001,District of Columbia,000400,1,,0.207,0,654,0,0,654,523,5,114,160,112,43,390,33,0,51,491,92,0,0,0,0,0,85.4,15.8,0.96,21.8,30.59,21.41,6.88,8.22,84.25,74.57,3.52,6.31,0,0,3.82,9.75,0,0,0.92,0,0,0,0,0,0
110010004002,11,District of Columbia,001,District of Columbia,000400,2,,0.385,0,801,0,0,801,966,53,288,278,194,221,583,17,0,95,905,329,0,15,17,0,32,69.7,23.1,5.49,29.81,28.78,20.08,9.74,22.88,74.66,60.35,2.87,1.76,0.12,0,9.74,9.83,0,0,0.75,0,0,3.57,4.05,0,7.62
110010005011,11,District of Columbia,001,District of Columbia,000501,1,,0.241,0,1735,0,0,1735,1531,107,744,242,205,180,1204,59,0,64,1392,358,0,0,14,0,14,87.7,22.9,6.99,48.6,15.81,13.39,6.8,11.76,79.02,78.64,4.78,3.85,0.17,0,6.34,4.18,0.06,0,0.17,0,0,0,1.89,0,1.89
110010005012,11,District of Columbia,001,District of Columbia,000501,2,,0.122,0,1641,0,0,1641,2101,94,1127,365,297,331,1559,103,0,64,2101,601,19,13,0,0,32,89.6,24.3,4.47,53.64,17.37,14.14,6.89,15.75,80.32,74.2,2.38,4.9,0,0,8.29,3.05,0,0,0.06,0,1.55,1.06,0,0,2.61
110010005021,11,District of Columbia,001,District of Columbia,000502,1,,0.157,0,1850,0,0,1850,1844,104,696,453,266,325,1327,31,0,97,1776,401,20,0,0,0,20,83.8,20.4,5.64,37.74,24.57,14.43,10.54,17.62,79.14,71.96,2.38,1.68,0.22,0,5.78,5.26,0,0.98,0.27,0,2.47,0,0,0,2.47
110010005022,11,District of Columbia,001,District of Columbia,000502,2,,0.068,0,1339,0,0,1339,1452,102,620,343,287,166,1177,62,0,24,1403,230,38,0,0,0,38,85.7,18.7,7.02,42.7,23.62,19.77,5.68,11.43,81.11,81.06,3.36,4.27,0.07,0,6.27,1.65,0,0,0.3,0,4.71,0,0,0,4.71
110010006001,11,District of Columbia,001,District of Columbia,000600,1,,0.083,0,1127,0,0,1127,1231,160,400,334,183,262,858,97,0,14,1182,237,0,0,0,0,0,86.3,20.1,13,32.49,27.13,14.87,8.43,21.28,81.72,69.7,2.75,7.88,0.18,0,4.97,1.14,0.09,0,0.09,0,0,0,0,0,0
110010006002,11,District of Columbia,001,District of Columbia,000600,2,,0.177,0,1107,0,0,1107,888,42,217,199,246,295,550,22,0,21,820,138,10,0,0,0,10,87.5,16.8,4.73,24.44,22.41,27.7,8.04,33.22,81.84,61.94,2.62,2.48,0.09,0,4.25,2.36,0,0,0.18,0,2.3,0,0,0,2.3
110010006003,11,District of Columbia,001,District of Columbia,000600,3,,0.067,0,592,0,0,592,845,67,337,134,139,0,647,12,0,113,790,141,0,0,16,0,16,84.1,12.9,7.93,39.88,15.86,16.45,7.43,0,78.21,76.57,4.73,1.42,0.17,0,5.07,13.37,0,0,1.18,0,0,0,4.46,0,4.46
110010006004,11,District of Columbia,001,District of Columbia,000600,4,,0.23,0,1713,0,0,1713,2034,67,367,826,471,219,1499,140,0,140,1932,317,0,0,0,0,0,88.5,15.4,3.29,18.04,40.61,23.16,6.07,10.77,79.22,73.7,7.53,6.88,0.12,0,4.14,6.88,0.06,0,0.18,0.44,0,0,0,0,0
110010007011,11,District of Columbia,001,District of Columbia,000701,1,,0.067,0,1577,0,0,1577,1345,154,563,336,199,1,925,294,0,99,1293,241,0,0,25,0,25,82.1,12.4,11.45,41.86,24.98,14.8,13.63,0.07,68.55,68.77,6.02,21.86,0.32,0,7.86,7.36,0,0,0.63,0,0,0,2.99,0,2.99
110010007012,11,District of Columbia,001,District of Columbia,000701,2,,0.031,0,658,0,0,658,1176,141,400,302,253,132,764,143,0,62,1128,334,0,20,0,0,20,79.7,22.5,11.99,34.01,25.68,21.51,10.79,11.22,73.1,64.97,5.93,12.16,0,0,8.05,5.27,0,0,1.22,0,0,2.62,0,0,2.62
110010007013,11,District of Columbia,001,District of Columbia,000701,3,,0.051,0,1252,0,0,1252,1949,9,346,557,942,72,1730,0,52,15,1926,238,0,0,0,0,0,88.2,7.1,0.46,17.75,28.58,48.33,4.23,3.69,89.22,88.76,2.48,0,0.16,2.67,2.8,0.77,0,0,0.16,0,0,0,0,0,0
110010007014,11,District of Columbia,001,District of Columbia,000701,4,,0.063,0,1133,0,0,1133,1173,188,340,224,265,24,908,37,0,204,1056,322,0,46,0,0,46,84.5,20.8,16.03,28.99,19.1,22.59,6,2.05,79.79,77.41,4.41,3.15,0.09,0,6.44,17.39,0.35,0,0.62,0,0,8.24,0,0,8.24
110010007021,11,District of Columbia,001,District of Columbia,000702,1,,0.055,0,1255,0,0,1255,1488,38,660,429,164,132,1017,114,0,141,1386,436,0,0,4,0,4,82.6,20.8,2.55,44.35,28.83,11.02,10.6,8.87,79.12,68.35,3.35,7.66,0.08,0,4.14,9.48,0,0,0.56,4.5,0,0,0.43,0,0.43
110010007022,11,District of Columbia,001,District of Columbia,000702,2,,0.028,0,1063,0,0,1063,1003,199,524,113,125,184,626,58,0,88,961,402,0,27,0,0,27,79.8,32.2,19.84,52.24,11.27,12.46,12.89,18.34,63.78,62.41,8.75,5.78,0.19,0,11.38,8.77,0,0,0.28,0,0,3.44,0,0,3.44
110010007023,11,District of Columbia,001,District of Columbia,000702,3,,0.03,0,1046,0,0,1046,827,34,684,14,95,50,640,17,0,90,827,253,0,47,66,0,113,79.3,20.8,4.11,82.71,1.69,11.49,8.32,6.05,80.31,77.39,4.3,2.06,0,0,4.21,10.88,0.1,0,0.57,0,0,9.33,13.1,0,22.42
110010008011,11,District of Columbia,001,District of Columbia,000801,1,,0.078,0,2590,0,0,2590,1959,460,459,519,432,183,1477,98,0,130,1907,673,13,0,0,0,13,76.0,17.9,23.48,23.43,26.49,22.05,11.74,9.34,73.36,75.4,5.83,5,0.08,0,6.22,6.64,0,0,0.39,0,1.09,0,0,0,1.09
110010008012,11,District of Columbia,001,District of Columbia,000801,2,,0.339,0,991,0,0,991,892,9,77,293,220,130,540,122,0,21,844,162,0,0,0,0,0,82.0,14.4,1.01,8.63,32.85,24.66,7.27,14.57,79.41,60.54,4.44,13.68,0.1,0,5.75,2.35,0,0,0.5,0,0,0,0,0,0
110010008013,11,District of Columbia,001,District of Columbia,000801,3,,0.48,0,2097,0,0,2097,2231,115,331,693,572,159,1945,47,0,60,2089,288,0,0,0,0,0,82.3,12.5,5.15,14.84,31.06,25.64,5.87,7.13,85.22,87.18,2.05,2.11,0,0,4.48,2.69,0.05,0,0.33,0,0,0,0,0,0
110010008014,11,District of Columbia,001,District of Columbia,000801,4,,0.235,0,1031,0,0,1031,1185,414,323,252,92,135,769,68,0,128,1166,481,0,14,0,0,14,80.9,17.7,34.94,27.26,21.27,7.76,7.08,11.39,78.56,64.89,5.92,5.74,0,0,5.82,10.8,0,0,0.48,0.93,0,4.01,0,0,4.01
110010008021,11,District of Columbia,001,District of Columbia,000802,1,,0.369,0,1766,0,0,1766,1979,106,670,489,238,273,1149,215,0,240,1878,747,28,13,8,0,49,78.9,22.1,5.36,33.86,24.71,12.03,8.66,13.79,74.12,58.06,5.1,10.86,0.17,0,8.89,12.13,0.06,0,0.4,0,3.09,1.43,0.88,0,5.41
110010008022,11,District of Columbia,001,District of Columbia,000802,2,,0.263,0,1103,0,0,1103,1497,134,644,299,198,290,1104,0,0,103,1402,204,0,8,0,0,8,82.8,18,8.95,43.02,19.97,13.23,7.07,19.37,81.78,73.75,0.73,0,0,0,6.8,6.88,0.09,0,0.27,0,0,1.89,0,0,1.89
110010009011,11,District of Columbia,001,District of Columbia,000901,1,,0.249,0,1480,0,0,1480,1819,133,286,447,367,250,1324,120,0,51,1705,542,0,0,0,0,0,86.7,12.4,7.31,15.72,24.57,20.18,4.26,13.74,84.93,72.79,4.05,6.6,0.07,0,3.78,2.8,0,0,0.14,0,0,0,0,0,0
110010009012,11,District of Columbia,001,District of Columbia,000901,2,,0.53,0,1583,0,0,1583,1599,86,256,476,476,201,1281,32,0,65,1552,528,0,0,11,0,11,84.4,14.9,5.38,16.01,29.77,29.77,6.44,12.57,86.23,80.11,2.78,2,0,0,3.03,4.07,0,0,0.25,0,0,0,1.84,0,1.84
110010009013,11,District of Columbia,001,District of Columbia,000901,3,,0.362,0,4112,0,0,4112,4381,3002,386,355,303,687,2780,394,7,398,4311,1400,11,0,0,0,11,83.0,13.6,68.52,8.81,8.1,6.92,6.59,15.68,77.46,63.46,3.53,8.99,0.27,0.16,8.34,9.08,0.07,0,0.39,0.18,2.57,0,0,0,2.57
110010009021,11,District of Columbia,001,District of Columbia,000902,1,,0.171,0,749,0,0,749,1179,35,305,294,225,266,830,33,0,29,1148,361,0,0,0,0,0,86.0,13.9,2.97,25.87,24.94,19.08,7.08,22.56,83.31,70.4,4.14,2.8,0,0,3.47,2.46,0,0,0.13,0,0,0,0,0,0
110010009022,11,District of Columbia,001,District of Columbia,000902,2,,0.547,0,1343,0,0,1343,1405,27,271,426,245,66,1220,18,0,23,1365,181,0,0,0,0,0,85.4,8.4,1.92,19.29,30.32,17.44,4.02,4.7,85.78,86.83,2.38,1.28,0.22,0,3.8,1.64,0.07,0,0.3,0,0,0,0,0,0
110010010011,11,District of Columbia,001,District of Columbia,001001,1,,0.107,0,671,0,0,671,976,34,320,250,75,29,675,39,0,62,923,203,0,0,0,0,0,89.3,11.2,3.48,32.79,25.61,7.68,10.43,2.97,79.73,69.16,3.28,4,0,0,2.83,6.35,0,0,0.3,0,0,0,0,0,0
110010010012,11,District of Columbia,001,District of Columbia,001001,2,,0.191,0,1976,0,0,1976,1927,77,476,532,369,159,1405,145,0,123,1807,444,0,43,0,0,43,82.7,17.6,4,24.7,27.61,19.15,6.17,8.25,79.45,72.91,5.01,7.52,0.15,0,5.87,6.38,0,0,0.35,0,0,4.79,0,0,4.79
110010010013,11,District of Columbia,001,District of Columbia,001001,3,,0.129,0,1030,0,0,1030,957,36,143,299,189,0,853,0,0,82,845,45,0,0,0,0,0,89.3,2.3,3.76,14.94,31.24,19.75,6.02,0,85.34,89.13,1.75,0,0,0,3.11,8.57,0,0,0.29,0,0,0,0,0,0
110010010014,11,District of Columbia,001,District of Columbia,001001,4,,0.27,0,1852,0,0,1852,1747,223,555,345,207,217,1265,119,0,98,1629,561,0,0,0,0,0,88.0,13.3,12.76,31.77,19.75,11.85,7.4,12.42,74.84,72.41,4.81,6.81,0.11,0,8.91,5.61,0.11,0,0.11,0,0,0,0,0,0
110010010015,11,District of Columbia,001,District of Columbia,001001,5,,0.114,0,798,0,0,798,1019,148,131,321,194,248,771,0,0,0,982,225,0,0,0,0,0,89.8,5.7,14.52,12.86,31.5,19.04,4.64,24.34,77.32,75.66,4.76,0,0.25,0,7.77,0,0,0,0.88,0,0,0,0,0,0
110010010016,11,District of Columbia,001,District of Columbia,001001,6,,0.136,0,1109,0,0,1109,1227,56,154,402,271,110,866,13,0,127,1124,366,0,0,0,0,0,88.1,4.7,4.56,12.55,32.76,22.09,7.57,8.96,84.58,70.58,2.61,1.06,0.18,0,2.98,10.35,0,0,0.09,0,0,0,0,0,0
110010010021,11,District of Columbia,001,District of Columbia,001002,1,,0.126,0,1255,0,0,1255,1232,663,322,65,55,336,550,53,0,240,1232,610,0,0,15,0,15,73.3,30.6,53.81,26.14,5.28,4.46,7.89,27.27,70.84,44.64,5.5,4.3,0.08,0,13.15,19.48,0,0,0.16,1.14,0,0,2.41,0,2.41
110010010022,11,District of Columbia,001,District of Columbia,001002,2,,0.086,0,1444,0,0,1444,1469,166,829,266,95,133,1128,83,0,50,1382,144,0,18,0,0,18,85.7,24.8,11.3,56.43,18.11,6.47,8.52,9.05,75,76.79,5.4,5.65,0.07,0,7.41,3.4,0,0,0.35,0,0,2.18,0,0,2.18
110010010023,11,District of Columbia,001,District of Columbia,001002,3,,0.132,0,743,0,0,743,811,38,275,261,104,44,671,18,0,27,761,93,0,0,0,0,0,87.1,11.4,4.69,33.91,32.18,12.82,6.59,5.43,79.68,82.74,4.17,2.22,0.4,0,5.25,3.33,0,0,0.27,0,0,0,0,0,0
110010011001,11,District of Columbia,001,District of Columbia,001100,1,,0.164,0,1827,0,0,1827,1904,36,476,573,488,218,1586,60,0,40,1732,319,0,0,25,0,25,84.0,13.7,1.89,25,30.09,25.63,6.62,11.45,80.24,83.3,5.31,3.15,0,0,6.02,2.1,0.11,0,0.27,0,0,0,2.99,0,2.99
110010011002,11,District of Columbia,001,District of Columbia,001100,2,,0.182,0,1634,0,0,1634,1306,53,333,457,281,40,801,265,39,109,1283,152,0,0,0,0,0,81.5,19.7,4.06,25.5,34.99,21.52,6.24,3.06,75.64,61.33,8.75,20.29,0.12,2.99,5.63,8.35,0,0,0.8,0,0,0,0,0,0
110010011003,11,District of Columbia,001,District of Columbia,001100,3,,0.062,0,596,0,0,596,978,79,346,239,52,171,760,29,0,18,815,172,0,0,18,0,18,86.7,15.4,8.08,35.38,24.44,5.32,6.54,17.48,84.23,77.71,3.52,2.97,0,0,4.19,1.84,0.17,0,0.34,0,0,0,4.46,0,4.46
110010011004,11,District of Columbia,001,District of Columbia,001100,4,,0.24,0,722,0,0,722,759,2,316,175,104,25,588,14,0,50,654,50,0,0,0,0,0,87.2,9,0.26,41.63,23.06,13.7,6.09,3.29,78.81,77.47,4.02,1.84,0.28,0,5.68,6.59,0,0,0.69,0,0,0,0,0,0
110010012001,11,District of Columbia,001,District of Columbia,001200,1,,0.074,0,1821,0,0,1821,1810,124,731,461,181,200,1286,205,0,48,1741,473,0,23,0,0,23,83.8,16.2,6.85,40.39,25.47,10,7.85,11.05,74.24,71.05,6.26,11.33,0.16,0,8.51,2.65,0,0,0.49,0,0,2.26,0,0,2.26
110010012002,11,District of Columbia,001,District of Columbia,001200,2,,0.069,0,1018,0,0,1018,880,10,437,204,106,76,691,57,0,26,841,63,0,0,0,0,0,86.9,22.4,1.14,49.66,23.18,12.05,6.68,8.64,76.52,78.52,7.56,6.48,0.29,0,7.07,2.95,0.1,0,0,0,0,0,0,0,0
110010012003,11,District of Columbia,001,District of Columbia,001200,3,,0.076,0,772,0,0,772,742,48,248,208,63,0,684,14,0,0,726,119,0,0,0,0,0,85.9,17.5,6.47,33.42,28.03,8.49,7.77,0,75.52,92.18,3.24,1.89,0.13,0,9.97,0,0.26,0,0.26,0,0,0,0,0,0
110010012004,11,District of Columbia,001,District of Columbia,001200,4,,0.251,0,1397,0,0,1397,1599,18,544,517,194,164,1122,14,0,218,1411,446,0,0,0,0,0,85.1,18.7,1.13,34.02,32.33,12.13,9.16,10.26,78.1,70.17,3.36,0.88,0.14,0,5.8,13.63,0,0,0.21,0,0,0,0,0,0
110010013011,11,District of Columbia,001,District of Columbia,001301,1,,0.808,0,1578,0,0,1578,1713,78,638,398,291,192,1151,141,0,217,1565,510,26,0,43,0,69,85.0,19.3,4.55,37.24,23.23,16.99,6.53,11.21,74.14,67.19,6.65,8.23,0,0,10.01,12.67,0,0,0.19,0,3.4,0,5.62,0,9.02
110010013012,11,District of Columbia,001,District of Columbia,001301,2,,0.21,0,678,0,0,678,859,32,301,129,202,2,706,95,0,56,818,30,0,0,0,0,0,87.7,12.3,3.73,35.04,15.02,23.52,7.96,0.23,70.21,82.19,12.09,11.06,0.15,0,4.87,6.52,0,0,0.74,0,0,0,0,0,0
110010013013,11,District of Columbia,001,District of Columbia,001301,3,,0.084,0,1699,0,0,1699,1579,53,794,306,213,205,1043,221,0,93,1550,240,0,16,21,0,37,78.7,20,3.36,50.28,19.38,13.49,7.83,12.98,69.1,66.05,10.59,14,0.24,0,9.71,5.89,0,0,0.41,0,0,1.8,2.37,0,4.17
110010013021,11,District of Columbia,001,District of Columbia,001302,1,,0.158,0,2296,0,0,2296,2384,150,1093,581,486,357,1392,137,0,422,2330,757,27,0,63,10,100,84.8,20.6,6.29,45.85,24.37,20.39,7.62,14.97,71.52,58.39,8.1,5.75,0.09,0,9.89,17.7,0.04,0,0.17,1.09,1.85,0,4.32,0.69,6.85
110010013022,11,District of Columbia,001,District of Columbia,001302,2,,0.263,0,3649,0,0,3649,4555,144,2593,851,489,584,3244,424,0,109,4402,1059,145,76,0,0,221,80.1,23,3.16,56.93,18.68,10.74,6.39,12.82,79.47,71.22,3.62,9.31,0.14,0,7.81,2.39,0.03,0,0.36,0,5.15,2.7,0,0,7.85
110010013023,11,District of Columbia,001,District of Columbia,001302,3,,0.194,0,912,0,0,912,624,153,180,0,291,22,329,165,0,108,624,126,0,0,0,0,0,81.0,13.5,24.52,28.85,0,46.63,8.22,3.53,74.23,52.72,5.81,26.44,0,0,8.22,17.31,0,0,0.44,0,0,0,0,0,0
110010014011,11,District of Columbia,001,District of Columbia,001401,1,,0.138,0,1936,0,0,1936,2162,113,817,466,347,227,1416,241,8,210,2035,580,17,10,23,0,50,80.6,18.7,5.23,37.79,21.55,16.05,8.57,10.5,71.9,65.49,7.7,11.15,0.05,0.37,8.21,9.71,0,0,0.36,0,1.63,0.96,2.21,0,4.8
110010014012,11,District of Columbia,001,District of Columbia,001401,2,,0.166,0,1142,0,0,1142,1172,13,215,397,174,94,923,44,0,58,1058,156,0,0,0,0,0,89.1,6.7,1.11,18.34,33.87,14.85,3.85,8.02,87.74,78.75,2.36,3.75,0,0,3.42,4.95,0,0,0.44,1.11,0,0,0,0,0
110010014021,11,District of Columbia,001,District of Columbia,001402,1,,0.13,0,928,0,0,928,1000,34,213,310,118,173,656,37,0,47,858,115,0,0,0,0,0,90.3,9.2,3.4,21.3,31,11.8,4.31,17.3,82.11,65.6,8.62,3.7,0,0,2.37,4.7,0,0,0.32,0,0,0,0,0,0
110010014022,11,District of Columbia,001,District of Columbia,001402,2,,0.139,0,797,0,0,797,1107,12,236,170,471,129,809,129,0,29,975,160,0,0,9,0,9,78.2,15.9,1.08,21.32,15.36,42.55,5.14,11.65,82.18,73.08,8.03,11.65,0,0,2.26,2.62,0,0,0,0,0,0,1.59,0,1.59
110010014023,11,District of Columbia,001,District of Columbia,001402,3,,0.077,0,1273,0,0,1273,1268,128,313,353,275,297,680,153,0,105,1150,501,48,26,0,0,74,73.7,22.3,10.09,24.68,27.84,21.69,11.86,23.42,60.09,53.63,16.18,12.07,0.31,0,9.35,8.28,0,0,0.31,0.71,7.37,3.99,0,0,11.37
110010015001,11,District of Columbia,001,District of Columbia,001500,1,,1.204,0,1441,0,0,1441,1642,0,239,497,340,170,1187,229,0,15,1580,243,0,18,0,0,18,91.0,13.9,0,14.56,30.27,20.71,7.56,10.35,61.9,72.29,23.18,13.95,0.14,0,3.26,0.91,0.07,0,0.56,0,0,3.25,0,0,3.25
110010015002,11,District of Columbia,001,District of Columbia,001500,2,,0.122,0,872,0,0,872,800,72,91,320,118,66,734,0,0,0,800,144,0,0,0,0,0,88.9,2.1,9,11.38,40,14.75,4.93,8.25,85.55,91.75,4.7,0,0,0,1.49,0,0,0,0.34,0,0,0,0,0,0
110010015003,11,District of Columbia,001,District of Columbia,001500,3,,0.11,0,994,0,0,994,894,12,145,115,415,0,781,79,0,34,848,234,0,0,0,0,0,90.2,7.9,1.34,16.22,12.86,46.42,4.73,0,86.22,87.36,4.43,8.84,0.2,0,1.41,3.8,0,0,0.3,0,0,0,0,0,0
110010015004,11,District of Columbia,001,District of Columbia,001500,4,,0.25,0,1541,0,0,1541,1634,108,231,619,298,163,1305,146,0,20,1601,195,0,0,0,0,0,89.3,12.4,6.61,14.14,37.88,18.24,4.67,9.98,78.65,79.87,11.88,8.94,0.13,0,2.86,1.22,0.06,0,0.19,0,0,0,0,0,0
110010015005,11,District of Columbia,001,District of Columbia,001500,5,,0.124,0,1063,0,0,1063,1107,0,251,196,216,64,933,0,0,19,1057,123,0,0,0,0,0,90.3,4.5,0,22.67,17.71,19.51,3.1,5.78,87.96,84.28,3.29,0,0,0,2.45,1.72,0,0,0.38,0,0,0,0,0,0
110010016001,11,District of Columbia,001,District of Columbia,001600,1,,0.185,0,1048,0,0,1048,1364,72,367,353,182,129,331,833,0,34,1206,95,0,0,0,0,0,87.4,13.9,5.28,26.91,25.88,13.34,4.48,9.46,20.13,24.27,69.37,61.07,0.19,0,1.72,2.49,0,0,0.57,0,0,0,0,0,0
110010016002,11,District of Columbia,001,District of Columbia,001600,2,,0.075,0,671,0,0,671,640,23,226,201,92,2,253,342,0,6,608,40,0,0,0,0,0,76.9,21.7,3.59,35.31,31.41,14.38,10.13,0.31,26.68,39.53,55.14,53.44,0,0,1.04,0.94,0,0,1.04,0,0,0,0,0,0
110010016003,11,District of Columbia,001,District of Columbia,001600,3,,0.137,0,819,0,0,819,733,45,159,175,140,66,227,428,0,12,676,208,0,0,0,0,0,87.2,15.1,6.14,21.69,23.87,19.1,3.05,9,23.44,30.97,69.72,58.39,0,0,1.95,1.64,0,0,0,0,0,0,0,0,0
110010016004,11,District of Columbia,001,District of Columbia,001600,4,,0.627,0,1419,0,0,1419,1962,55,340,692,472,129,443,1329,0,10,1903,333,0,17,0,0,17,85.2,13.7,2.8,17.33,35.27,24.06,4.23,6.57,24.52,22.58,67.16,67.74,0.14,0,0.99,0.51,0,0,0.14,0.92,0,2.86,0,0,2.86
110010017021,11,District of Columbia,001,District of Columbia,001702,1,,0.162,0,1352,0,0,1352,1521,42,487,601,115,259,734,496,0,0,1427,231,51,0,0,0,51,81.2,16.2,2.76,32.02,39.51,7.56,7.32,17.03,40.98,48.26,43.12,32.61,0.3,0,4.07,0,0,0,0.22,0,6.99,0,0,0,6.99
