GIDBG,State,State_name,County,County_name,Tract,Block_group,Flag,LAND_AREA,AIAN_LAND,URBANIZED_AREA_POP_CEN_2010,URBAN_CLUSTER_POP_CEN_2010,RURAL_POP_CEN_2010,Tot_Population_CEN_2010,Tot_Population_ACS_13_17,Pop_18_24_ACS_13_17,Pop_25_44_ACS_13_17,Pop_45_64_ACS_13_17,Pop_65plus_ACS_13_17,Hispanic_ACS_13_17,NH_White_alone_ACS_13_17,NH_Blk_alone_ACS_13_17,NH_AIAN_alone_ACS_13_17,NH_Asian_alone_ACS_13_17,Pop_5yrs_Over_ACS_13_17,Othr_Lang_ACS_13_17,ENG_VW_SPAN_ACS_13_17,ENG_VW_INDO_EURO_ACS_13_17,ENG_VW_API_ACS_13_17,ENG_VW_OTHER_ACS_13_17,ENG_VW_ACS_13_17,Mail_Return_Rate_CEN_2010,Low_Response_Score,pct_Pop_18_24_ACS_13_17,pct_Pop_25_44_ACS_13_17,pct_Pop_45_64_ACS_13_17,pct_Pop_65plus_ACS_13_17,pct_Hispanic_CEN_2010,pct_Hispanic_ACS_13_17,pct_NH_White_alone_CEN_2010,pct_NH_White_alone_ACS_13_17,pct_NH_Blk_alone_CEN_2010,pct_NH_Blk_alone_ACS_13_17,pct_NH_AIAN_alone_CEN_2010,pct_NH_AIAN_alone_ACS_13_17,pct_NH_Asian_alone_CEN_2010,pct_NH_Asian_alone_ACS_13_17,pct_NH_NHOPI_alone_CEN_2010,pct_NH_NHOPI_alone_ACS_13_17,pct_NH_SOR_alone_CEN_2010,pct_NH_SOR_alone_ACS_13_17,pct_ENG_VW_SPAN_ACS_13_17,pct_ENG_VW_INDOEURO_ACS_13_17,pct_ENG_VW_API_ACS_13_17,pct_ENG_VW_OTHER_ACS_13_17,pct_ENG_VW_ACS_13_17
110010105001,11,District of Columbia,001,District of Columbia,010500,1,,0.128,0,1967,0,0,1967,1648,127,694,372,224,58,395,1043,0,118,1568,297,0,0,0,17,17,75.1,20.1,7.71,42.11,22.57,13.59,4.98,3.52,19.42,23.97,69.04,63.29,0.36,0,3.76,7.16,0,0,0.31,0,0,0,0,1.91,1.91
110010105002,11,District of Columbia,001,District of Columbia,010500,2,,0.162,0,1443,0,0,1443,1976,89,1269,400,103,211,1120,424,0,80,1904,580,16,0,0,0,16,80.6,21.8,4.5,64.22,20.24,5.21,7.9,10.68,42.83,56.68,34.65,21.46,0.42,0,10.67,4.05,0.14,0.71,0.28,0.61,1.17,0,0,0,1.17
110010106001,11,District of Columbia,001,District of Columbia,010600,1,,0.03,0,876,0,0,876,956,117,560,89,61,19,383,505,0,49,902,68,0,0,0,0,0,75.3,28.1,12.24,58.58,9.31,6.38,2.74,1.99,34.93,40.06,54.68,52.82,0.11,0,4,5.13,0,0,0,0,0,0,0,0,0
110010106002,11,District of Columbia,001,District of Columbia,010600,2,,0.402,0,2350,0,0,2350,5407,672,3838,535,109,241,3754,869,11,408,5283,506,0,11,9,0,20,80.5,27.4,12.43,70.98,9.89,2.02,5.45,4.46,44,69.43,44.17,16.07,0.09,0.2,3.57,7.55,0,0,0.34,0,0,0.41,0.34,0,0.75
110010106003,11,District of Columbia,001,District of Columbia,010600,3,,0.046,0,707,0,0,707,804,67,432,151,49,61,423,320,0,0,722,49,0,0,0,0,0,78.6,18.8,8.33,53.73,18.78,6.09,3.54,7.59,29.42,52.61,63.93,39.8,0,0,0.57,0,0,0,0.28,0,0,0,0,0,0
110010107001,11,District of Columbia,001,District of Columbia,010700,1,,0.246,0,795,0,0,795,845,451,227,104,63,127,547,50,0,98,845,213,0,0,0,0,0,73.3,28.6,53.37,26.86,12.31,7.46,7.42,15.03,71.82,64.73,6.42,5.92,0.63,0,9.94,11.6,0,0,0.13,0,0,0,0,0,0
110010107002,11,District of Columbia,001,District of Columbia,010700,2,,0.098,0,1043,0,0,1043,866,77,603,53,124,116,596,73,0,81,857,284,0,38,0,7,45,80.2,24.3,8.89,69.63,6.12,14.32,7.48,13.39,74.11,68.82,3.26,8.43,0,0,12.27,9.35,0,0,0.29,0,0,5.65,0,1.04,6.69
110010108001,11,District of Columbia,001,District of Columbia,010800,1,,0.044,0,1407,0,0,1407,1821,1573,162,74,7,155,1120,278,0,225,1821,405,0,0,0,0,0,70.3,32.1,86.38,8.9,4.06,0.38,0.43,8.51,84.08,61.5,3.7,15.27,0,0,8.67,12.36,0,0,0,0,0,0,0,0,0
110010108002,11,District of Columbia,001,District of Columbia,010800,2,,0.164,0,2649,0,0,2649,2220,1906,167,46,53,230,1363,191,0,315,2220,589,30,0,0,0,30,74.3,31.4,85.86,7.52,2.07,2.39,7.66,10.36,72.4,61.4,4.98,8.6,0,0,11.14,14.19,0,0.36,0.11,0,7.09,0,0,0,7.09
110010108003,11,District of Columbia,001,District of Columbia,010800,3,,0.048,0,2352,0,0,2352,2410,2129,238,33,0,146,1672,280,0,233,2410,528,0,0,0,0,0,74.9,32.8,88.34,9.88,1.37,0,2.51,6.06,78.44,69.38,3.95,11.62,0.09,0,12.29,9.67,0.09,0,0.13,0,0,0,0,0,0
110010109001,11,District of Columbia,001,District of Columbia,010900,1,,0.045,0,1305,0,0,1305,2256,204,629,440,65,41,5,2181,0,0,1821,28,0,28,0,0,28,63.9,38.6,9.04,27.88,19.5,2.88,1.15,1.82,0.46,0.22,96.09,96.68,0.23,0,0.15,0,0,0,0.08,0,0,3.44,0,0,3.44
110010109002,11,District of Columbia,001,District of Columbia,010900,2,,0.873,0,1906,0,0,1906,1798,569,395,377,113,30,14,1726,0,14,1739,166,0,0,0,0,0,61.5,36.7,31.65,21.97,20.97,6.28,1.68,1.67,2.26,0.78,93.44,96,0.16,0,0.68,0.78,0,0,0.05,0.5,0,0,0,0,0
110010110001,11,District of Columbia,001,District of Columbia,011000,1,,0.014,0,608,0,0,608,476,93,164,109,78,0,180,211,37,0,476,59,0,0,0,0,0,76.9,28.2,19.54,34.45,22.9,16.39,7.57,0,4.61,37.82,80.59,44.33,1.15,7.77,1.32,0,0.16,0,0.66,0,0,0,0,0,0
110010110002,11,District of Columbia,001,District of Columbia,011000,2,,0.164,0,916,0,0,916,863,90,189,124,424,87,597,139,0,34,827,32,0,0,0,0,0,84.2,13.8,10.43,21.9,14.37,49.13,3.49,10.08,65.61,69.18,24.67,16.11,0.22,0,4.04,3.94,0.22,0,0.22,0,0,0,0,0,0
110010110003,11,District of Columbia,001,District of Columbia,011000,3,,0.027,0,567,0,0,567,770,5,419,194,152,36,520,135,0,55,770,168,0,0,0,0,0,86.0,16.1,0.65,54.42,25.19,19.74,4.76,4.68,58.38,67.53,29.63,17.53,0.88,0,4.06,7.14,0,0,0.18,0,0,0,0,0,0
110010110004,11,District of Columbia,001,District of Columbia,011000,4,,0.045,0,1624,0,0,1624,1611,37,564,483,378,29,1016,493,0,73,1549,129,0,0,0,0,0,84.5,16.4,2.3,35.01,29.98,23.46,4.8,1.8,36.95,63.07,49.2,30.6,0.62,0,4.37,4.53,0,0,0.37,0,0,0,0,0,0
110010111001,11,District of Columbia,001,District of Columbia,011100,1,,0.564,0,1416,0,0,1416,1764,116,658,339,272,261,173,1263,0,18,1561,124,0,0,0,0,0,76.0,23.7,6.58,37.3,19.22,15.42,7.91,14.8,4.8,9.81,84.46,71.6,0.56,0,0.42,1.02,0,0,0,0,0,0,0,0,0
110010111002,11,District of Columbia,001,District of Columbia,011100,2,,0.269,0,1710,0,0,1710,2098,130,663,587,341,151,127,1706,0,29,1988,319,0,0,2,0,2,79.3,23.6,6.2,31.6,27.98,16.25,7.95,7.2,6.78,6.05,83.1,81.32,0.29,0,0.29,1.38,0.06,0,0.12,0.38,0,0,0.3,0,0.3
110010111003,11,District of Columbia,001,District of Columbia,011100,3,,1.372,0,1733,0,0,1733,1686,129,241,628,473,58,116,1504,8,0,1621,42,0,8,0,0,8,76.9,29.1,7.65,14.29,37.25,28.05,5.14,3.44,3.29,6.88,88.29,89.21,0.29,0.47,0.23,0,0,0,0.35,0,0,1.66,0,0,1.66
